tanggal,komoditas_id,komoditas,grup,satuan,harga_kemarin,harga,hari_nama,is_weekend,is_libur_nasional,nama_libur,is_ramadan,is_pra_ramadan
2021-02-04,37,Cabe Merah Keriting,CABE,kg,55000,50000,Kamis,0,0,,0,0
2021-02-04,38,Cabe Merah Besar,CABE,kg,52000,50000,Kamis,0,0,,0,0
2021-02-04,50,Cabe Rawit Merah,CABE,kg,54000,52000,Kamis,0,0,,0,0
2021-02-04,39,Bawang Merah,BAWANG,kg,22000,22000,Kamis,0,0,,0,0
2021-02-04,49,Bawang Putih Sinco/Honan,BAWANG,kg,20000,20000,Kamis,0,0,,0,0
2021-02-04,40,Ikan Asin Teri,Ikan Asin Teri,kg,0,0,Kamis,0,0,,0,0
2021-02-04,41,KACANG HIJAU,KACANG HIJAU,kg,19000,19000,Kamis,0,0,,0,0
2021-02-04,42,KACANG TANAH,KACANG TANAH,kg,25000,25000,Kamis,0,0,,0,0
2021-02-04,43,KETELA POHON,KETELA POHON,kg,6000,6000,Kamis,0,0,,0,0
2021-02-04,44,KOL/KUBIS,SAYUR MAYUR,kg,10000,10000,Kamis,0,0,,0,0
2021-02-04,45,KENTANG,SAYUR MAYUR,kg,12000,12000,Kamis,0,0,,0,0
2021-02-04,46,Tomat Merah,SAYUR MAYUR,kg,10000,10000,Kamis,0,0,,0,0
2021-02-04,47,WORTEL,SAYUR MAYUR,kg,12000,10000,Kamis,0,0,,0,0
2021-02-04,48,BUNCIS,SAYUR MAYUR,kg,14000,13000,Kamis,0,0,,0,0
2021-02-04,58,Ikan Bandeng,IKAN SEGAR,kg,34000,32000,Kamis,0,0,,0,0
2021-02-04,59,Ikan Kembung,IKAN SEGAR,kg,30000,30000,Kamis,0,0,,0,0
2021-02-04,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Kamis,0,0,,0,0
2021-02-04,60,Ikan Tongkol,IKAN SEGAR,kg,30000,30000,Kamis,0,0,,0,0
2021-02-04,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Kamis,0,0,,0,0
2021-02-07,2,Beras Premium,BERAS,kg,12500,12500,Minggu,1,0,,0,0
2021-02-07,4,Beras Medium,BERAS,kg,9000,9000,Minggu,1,0,,0,0
2021-02-07,7,Gula Kristal Putih,GULA,kg,12000,12000,Minggu,1,0,,0,0
2021-02-07,10,Minyak Goreng Curah,MINYAK GORENG,kg,13000,13000,Minggu,1,0,,0,0
2021-02-07,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,14000,14000,Minggu,1,0,,0,0
2021-02-07,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Minggu,1,0,,0,0
2021-02-07,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,0,0,Minggu,1,0,,0,0
2021-02-07,12,Daging Sapi Paha Belakang,DAGING,kg,101667,101667,Minggu,1,0,,0,0
2021-02-07,13,Daging Ayam Ras,DAGING,kg,30000,30000,Minggu,1,0,,0,0
2021-02-07,14,Daging Ayam Kampung,DAGING,ekor,50000,50000,Minggu,1,0,,0,0
2021-02-07,16,Telur Ayam Ras,TELUR AYAM,kg,23000,24000,Minggu,1,0,,0,0
2021-02-07,17,Telur Ayam Kampung,TELUR AYAM,kg,32000,32000,Minggu,1,0,,0,0
2021-02-07,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,10000,10000,Minggu,1,0,,0,0
2021-02-07,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,10000,10000,Minggu,1,0,,0,0
2021-02-07,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,37900,37900,Minggu,1,0,,0,0
2021-02-07,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,39000,39000,Minggu,1,0,,0,0
2021-02-07,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,7750,7750,Minggu,1,0,,0,0
2021-02-07,27,Bata,GARAM BERYODIUM,Buah,1500,1500,Minggu,1,0,,0,0
2021-02-07,28,Halus,GARAM BERYODIUM,kg,7000,7000,Minggu,1,0,,0,0
2021-02-07,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,9500,9500,Minggu,1,0,,0,0
2021-02-07,32,Kedelai Impor,KACANG KEDELAI,kg,10000,10000,Minggu,1,0,,0,0
2021-02-07,33,Kedelai Lokal,KACANG KEDELAI,kg,0,0,Minggu,1,0,,0,0
2021-02-07,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,2500,2500,Minggu,1,0,,0,0
2021-02-07,37,Cabe Merah Keriting,CABE,kg,48000,30000,Minggu,1,0,,0,0
2021-02-07,38,Cabe Merah Besar,CABE,kg,37000,36000,Minggu,1,0,,0,0
2021-02-07,50,Cabe Rawit Merah,CABE,kg,52000,50000,Minggu,1,0,,0,0
2021-02-07,39,Bawang Merah,BAWANG,kg,22000,28000,Minggu,1,0,,0,0
2021-02-07,49,Bawang Putih Sinco/Honan,BAWANG,kg,20000,20000,Minggu,1,0,,0,0
2021-02-07,40,Ikan Asin Teri,Ikan Asin Teri,kg,0,0,Minggu,1,0,,0,0
2021-02-07,41,KACANG HIJAU,KACANG HIJAU,kg,19000,19000,Minggu,1,0,,0,0
2021-02-07,42,KACANG TANAH,KACANG TANAH,kg,25000,25000,Minggu,1,0,,0,0
2021-02-07,43,KETELA POHON,KETELA POHON,kg,6000,6000,Minggu,1,0,,0,0
2021-02-07,44,KOL/KUBIS,SAYUR MAYUR,kg,10000,10000,Minggu,1,0,,0,0
2021-02-07,45,KENTANG,SAYUR MAYUR,kg,12000,13000,Minggu,1,0,,0,0
2021-02-07,46,Tomat Merah,SAYUR MAYUR,kg,10000,10000,Minggu,1,0,,0,0
2021-02-07,47,WORTEL,SAYUR MAYUR,kg,10000,12000,Minggu,1,0,,0,0
2021-02-07,48,BUNCIS,SAYUR MAYUR,kg,12000,12000,Minggu,1,0,,0,0
2021-02-07,58,Ikan Bandeng,IKAN SEGAR,kg,32000,32000,Minggu,1,0,,0,0
2021-02-07,59,Ikan Kembung,IKAN SEGAR,kg,30000,32000,Minggu,1,0,,0,0
2021-02-07,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Minggu,1,0,,0,0
2021-02-07,60,Ikan Tongkol,IKAN SEGAR,kg,30000,30000,Minggu,1,0,,0,0
2021-02-07,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Minggu,1,0,,0,0
2021-02-06,2,Beras Premium,BERAS,kg,12500,12500,Sabtu,1,0,,0,0
2021-02-06,4,Beras Medium,BERAS,kg,9000,9000,Sabtu,1,0,,0,0
2021-02-06,7,Gula Kristal Putih,GULA,kg,12000,12000,Sabtu,1,0,,0,0
2021-02-06,10,Minyak Goreng Curah,MINYAK GORENG,kg,13000,13000,Sabtu,1,0,,0,0
2021-02-06,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,14000,14000,Sabtu,1,0,,0,0
2021-02-06,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Sabtu,1,0,,0,0
2021-02-06,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,0,0,Sabtu,1,0,,0,0
2021-02-06,12,Daging Sapi Paha Belakang,DAGING,kg,101667,101667,Sabtu,1,0,,0,0
2021-02-06,13,Daging Ayam Ras,DAGING,kg,30000,30000,Sabtu,1,0,,0,0
2021-02-06,14,Daging Ayam Kampung,DAGING,ekor,50000,50000,Sabtu,1,0,,0,0
2021-02-06,16,Telur Ayam Ras,TELUR AYAM,kg,22000,23000,Sabtu,1,0,,0,0
2021-02-06,17,Telur Ayam Kampung,TELUR AYAM,kg,32000,32000,Sabtu,1,0,,0,0
2021-02-06,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,10000,10000,Sabtu,1,0,,0,0
2021-02-06,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,10000,10000,Sabtu,1,0,,0,0
2021-02-06,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,37900,37900,Sabtu,1,0,,0,0
2021-02-06,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,39000,39000,Sabtu,1,0,,0,0
2021-02-06,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,7750,7750,Sabtu,1,0,,0,0
2021-02-06,27,Bata,GARAM BERYODIUM,Buah,1500,1500,Sabtu,1,0,,0,0
2021-02-06,28,Halus,GARAM BERYODIUM,kg,7000,7000,Sabtu,1,0,,0,0
2021-02-06,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,9500,9500,Sabtu,1,0,,0,0
2021-02-06,32,Kedelai Impor,KACANG KEDELAI,kg,10000,10000,Sabtu,1,0,,0,0
2021-02-06,33,Kedelai Lokal,KACANG KEDELAI,kg,0,0,Sabtu,1,0,,0,0
2021-02-06,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,2500,2500,Sabtu,1,0,,0,0
2021-02-06,37,Cabe Merah Keriting,CABE,kg,48000,48000,Sabtu,1,0,,0,0
2021-02-06,38,Cabe Merah Besar,CABE,kg,46000,37000,Sabtu,1,0,,0,0
2021-02-06,50,Cabe Rawit Merah,CABE,kg,50000,52000,Sabtu,1,0,,0,0
2021-02-06,39,Bawang Merah,BAWANG,kg,24000,22000,Sabtu,1,0,,0,0
2021-02-06,49,Bawang Putih Sinco/Honan,BAWANG,kg,20000,20000,Sabtu,1,0,,0,0
2021-02-06,40,Ikan Asin Teri,Ikan Asin Teri,kg,0,0,Sabtu,1,0,,0,0
2021-02-06,41,KACANG HIJAU,KACANG HIJAU,kg,19000,19000,Sabtu,1,0,,0,0
2021-02-06,42,KACANG TANAH,KACANG TANAH,kg,25000,25000,Sabtu,1,0,,0,0
2021-02-06,43,KETELA POHON,KETELA POHON,kg,6000,6000,Sabtu,1,0,,0,0
2021-02-06,44,KOL/KUBIS,SAYUR MAYUR,kg,10000,10000,Sabtu,1,0,,0,0
2021-02-06,45,KENTANG,SAYUR MAYUR,kg,12000,12000,Sabtu,1,0,,0,0
2021-02-06,46,Tomat Merah,SAYUR MAYUR,kg,10000,10000,Sabtu,1,0,,0,0
2021-02-06,47,WORTEL,SAYUR MAYUR,kg,10000,10000,Sabtu,1,0,,0,0
2021-02-06,48,BUNCIS,SAYUR MAYUR,kg,12000,12000,Sabtu,1,0,,0,0
2021-02-06,58,Ikan Bandeng,IKAN SEGAR,kg,32000,32000,Sabtu,1,0,,0,0
2021-02-06,59,Ikan Kembung,IKAN SEGAR,kg,30000,30000,Sabtu,1,0,,0,0
2021-02-06,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Sabtu,1,0,,0,0
2021-02-06,60,Ikan Tongkol,IKAN SEGAR,kg,30000,30000,Sabtu,1,0,,0,0
2021-02-06,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Sabtu,1,0,,0,0
2021-02-09,2,Beras Premium,BERAS,kg,12500,12500,Selasa,0,0,,0,0
2021-02-09,4,Beras Medium,BERAS,kg,9000,9000,Selasa,0,0,,0,0
2021-02-09,7,Gula Kristal Putih,GULA,kg,12000,12000,Selasa,0,0,,0,0
2021-02-09,10,Minyak Goreng Curah,MINYAK GORENG,kg,13000,13000,Selasa,0,0,,0,0
2021-02-09,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,14000,14000,Selasa,0,0,,0,0
2021-02-09,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Selasa,0,0,,0,0
2021-02-09,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,0,0,Selasa,0,0,,0,0
2021-02-09,12,Daging Sapi Paha Belakang,DAGING,kg,101667,101667,Selasa,0,0,,0,0
2021-02-09,13,Daging Ayam Ras,DAGING,kg,32000,32000,Selasa,0,0,,0,0
2021-02-09,14,Daging Ayam Kampung,DAGING,ekor,50000,50000,Selasa,0,0,,0,0
2021-02-09,16,Telur Ayam Ras,TELUR AYAM,kg,23500,23500,Selasa,0,0,,0,0
2021-02-09,17,Telur Ayam Kampung,TELUR AYAM,kg,32000,32000,Selasa,0,0,,0,0
2021-02-09,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,10000,10000,Selasa,0,0,,0,0
2021-02-09,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,10000,10000,Selasa,0,0,,0,0
2021-02-09,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,37900,37900,Selasa,0,0,,0,0
2021-02-09,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,39000,39000,Selasa,0,0,,0,0
2021-02-09,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,7750,7750,Selasa,0,0,,0,0
2021-02-09,27,Bata,GARAM BERYODIUM,Buah,1500,1500,Selasa,0,0,,0,0
2021-02-09,28,Halus,GARAM BERYODIUM,kg,7000,7000,Selasa,0,0,,0,0
2021-02-09,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,9500,9500,Selasa,0,0,,0,0
2021-02-09,32,Kedelai Impor,KACANG KEDELAI,kg,10000,10000,Selasa,0,0,,0,0
2021-02-09,33,Kedelai Lokal,KACANG KEDELAI,kg,0,0,Selasa,0,0,,0,0
2021-02-09,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,2500,2500,Selasa,0,0,,0,0
2021-02-09,37,Cabe Merah Keriting,CABE,kg,30000,50000,Selasa,0,0,,0,0
2021-02-09,38,Cabe Merah Besar,CABE,kg,36000,37000,Selasa,0,0,,0,0
2021-02-09,50,Cabe Rawit Merah,CABE,kg,60000,60000,Selasa,0,0,,0,0
2021-02-09,39,Bawang Merah,BAWANG,kg,28000,23000,Selasa,0,0,,0,0
2021-02-09,49,Bawang Putih Sinco/Honan,BAWANG,kg,20000,20000,Selasa,0,0,,0,0
2021-02-09,40,Ikan Asin Teri,Ikan Asin Teri,kg,0,0,Selasa,0,0,,0,0
2021-02-09,41,KACANG HIJAU,KACANG HIJAU,kg,19000,19000,Selasa,0,0,,0,0
2021-02-09,42,KACANG TANAH,KACANG TANAH,kg,25000,25000,Selasa,0,0,,0,0
2021-02-09,43,KETELA POHON,KETELA POHON,kg,6000,6000,Selasa,0,0,,0,0
2021-02-09,44,KOL/KUBIS,SAYUR MAYUR,kg,10000,10000,Selasa,0,0,,0,0
2021-02-09,45,KENTANG,SAYUR MAYUR,kg,12000,12000,Selasa,0,0,,0,0
2021-02-09,46,Tomat Merah,SAYUR MAYUR,kg,10000,10000,Selasa,0,0,,0,0
2021-02-09,47,WORTEL,SAYUR MAYUR,kg,10000,10000,Selasa,0,0,,0,0
2021-02-09,48,BUNCIS,SAYUR MAYUR,kg,13000,12000,Selasa,0,0,,0,0
2021-02-09,58,Ikan Bandeng,IKAN SEGAR,kg,34000,32000,Selasa,0,0,,0,0
2021-02-09,59,Ikan Kembung,IKAN SEGAR,kg,30000,34000,Selasa,0,0,,0,0
2021-02-09,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Selasa,0,0,,0,0
2021-02-09,60,Ikan Tongkol,IKAN SEGAR,kg,30000,30000,Selasa,0,0,,0,0
2021-02-09,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Selasa,0,0,,0,0
2021-02-11,2,Beras Premium,BERAS,kg,12500,12500,Kamis,0,0,,0,0
2021-02-11,4,Beras Medium,BERAS,kg,9000,9000,Kamis,0,0,,0,0
2021-02-11,7,Gula Kristal Putih,GULA,kg,12000,12000,Kamis,0,0,,0,0
2021-02-11,10,Minyak Goreng Curah,MINYAK GORENG,kg,13000,13000,Kamis,0,0,,0,0
2021-02-11,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,14000,14000,Kamis,0,0,,0,0
2021-02-11,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Kamis,0,0,,0,0
2021-02-11,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,0,0,Kamis,0,0,,0,0
2021-02-11,12,Daging Sapi Paha Belakang,DAGING,kg,101667,101667,Kamis,0,0,,0,0
2021-02-11,13,Daging Ayam Ras,DAGING,kg,32000,32000,Kamis,0,0,,0,0
2021-02-11,14,Daging Ayam Kampung,DAGING,ekor,50000,50000,Kamis,0,0,,0,0
2021-02-11,16,Telur Ayam Ras,TELUR AYAM,kg,23000,23000,Kamis,0,0,,0,0
2021-02-11,17,Telur Ayam Kampung,TELUR AYAM,kg,32000,32000,Kamis,0,0,,0,0
2021-02-11,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,10000,10000,Kamis,0,0,,0,0
2021-02-11,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,10000,10000,Kamis,0,0,,0,0
2021-02-11,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,37900,37900,Kamis,0,0,,0,0
2021-02-11,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,39000,39000,Kamis,0,0,,0,0
2021-02-11,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,7750,7750,Kamis,0,0,,0,0
2021-02-11,27,Bata,GARAM BERYODIUM,Buah,1500,1500,Kamis,0,0,,0,0
2021-02-11,28,Halus,GARAM BERYODIUM,kg,7000,7000,Kamis,0,0,,0,0
2021-02-11,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,9500,9500,Kamis,0,0,,0,0
2021-02-11,32,Kedelai Impor,KACANG KEDELAI,kg,10000,10000,Kamis,0,0,,0,0
2021-02-11,33,Kedelai Lokal,KACANG KEDELAI,kg,0,0,Kamis,0,0,,0,0
2021-02-11,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,2500,2500,Kamis,0,0,,0,0
2021-02-11,37,Cabe Merah Keriting,CABE,kg,45000,45000,Kamis,0,0,,0,0
2021-02-11,38,Cabe Merah Besar,CABE,kg,40000,35000,Kamis,0,0,,0,0
2021-02-11,50,Cabe Rawit Merah,CABE,kg,60000,60000,Kamis,0,0,,0,0
2021-02-11,39,Bawang Merah,BAWANG,kg,26000,28000,Kamis,0,0,,0,0
2021-02-11,49,Bawang Putih Sinco/Honan,BAWANG,kg,20000,20000,Kamis,0,0,,0,0
2021-02-11,40,Ikan Asin Teri,Ikan Asin Teri,kg,0,0,Kamis,0,0,,0,0
2021-02-11,41,KACANG HIJAU,KACANG HIJAU,kg,19000,19000,Kamis,0,0,,0,0
2021-02-11,42,KACANG TANAH,KACANG TANAH,kg,25000,25000,Kamis,0,0,,0,0
2021-02-11,43,KETELA POHON,KETELA POHON,kg,6000,6000,Kamis,0,0,,0,0
2021-02-11,44,KOL/KUBIS,SAYUR MAYUR,kg,10000,10000,Kamis,0,0,,0,0
2021-02-11,45,KENTANG,SAYUR MAYUR,kg,12000,12000,Kamis,0,0,,0,0
2021-02-11,46,Tomat Merah,SAYUR MAYUR,kg,10000,10000,Kamis,0,0,,0,0
2021-02-11,47,WORTEL,SAYUR MAYUR,kg,10000,10000,Kamis,0,0,,0,0
2021-02-11,48,BUNCIS,SAYUR MAYUR,kg,11000,11000,Kamis,0,0,,0,0
2021-02-11,58,Ikan Bandeng,IKAN SEGAR,kg,32000,30000,Kamis,0,0,,0,0
2021-02-11,59,Ikan Kembung,IKAN SEGAR,kg,34000,25000,Kamis,0,0,,0,0
2021-02-11,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Kamis,0,0,,0,0
2021-02-11,60,Ikan Tongkol,IKAN SEGAR,kg,30000,28000,Kamis,0,0,,0,0
2021-02-11,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Kamis,0,0,,0,0
2021-02-08,2,Beras Premium,BERAS,kg,12500,12500,Senin,0,0,,0,0
2021-02-08,4,Beras Medium,BERAS,kg,9000,9000,Senin,0,0,,0,0
2021-02-08,7,Gula Kristal Putih,GULA,kg,12000,12000,Senin,0,0,,0,0
2021-02-08,10,Minyak Goreng Curah,MINYAK GORENG,kg,13000,13000,Senin,0,0,,0,0
2021-02-08,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,14000,14000,Senin,0,0,,0,0
2021-02-08,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Senin,0,0,,0,0
2021-02-08,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,0,0,Senin,0,0,,0,0
2021-02-08,12,Daging Sapi Paha Belakang,DAGING,kg,101667,101667,Senin,0,0,,0,0
2021-02-08,13,Daging Ayam Ras,DAGING,kg,30000,32000,Senin,0,0,,0,0
2021-02-08,14,Daging Ayam Kampung,DAGING,ekor,50000,50000,Senin,0,0,,0,0
2021-02-08,16,Telur Ayam Ras,TELUR AYAM,kg,24000,23500,Senin,0,0,,0,0
2021-02-08,17,Telur Ayam Kampung,TELUR AYAM,kg,32000,32000,Senin,0,0,,0,0
2021-02-08,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,10000,10000,Senin,0,0,,0,0
2021-02-08,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,10000,10000,Senin,0,0,,0,0
2021-02-08,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,37900,37900,Senin,0,0,,0,0
2021-02-08,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,39000,39000,Senin,0,0,,0,0
2021-02-08,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,7750,7750,Senin,0,0,,0,0
2021-02-08,27,Bata,GARAM BERYODIUM,Buah,1500,1500,Senin,0,0,,0,0
2021-02-08,28,Halus,GARAM BERYODIUM,kg,7000,7000,Senin,0,0,,0,0
2021-02-08,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,9500,9500,Senin,0,0,,0,0
2021-02-08,32,Kedelai Impor,KACANG KEDELAI,kg,10000,10000,Senin,0,0,,0,0
2021-02-08,33,Kedelai Lokal,KACANG KEDELAI,kg,0,0,Senin,0,0,,0,0
2021-02-08,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,2500,2500,Senin,0,0,,0,0
2021-02-08,37,Cabe Merah Keriting,CABE,kg,30000,30000,Senin,0,0,,0,0
2021-02-08,38,Cabe Merah Besar,CABE,kg,36000,36000,Senin,0,0,,0,0
2021-02-08,50,Cabe Rawit Merah,CABE,kg,50000,60000,Senin,0,0,,0,0
2021-02-08,39,Bawang Merah,BAWANG,kg,28000,28000,Senin,0,0,,0,0
2021-02-08,49,Bawang Putih Sinco/Honan,BAWANG,kg,20000,20000,Senin,0,0,,0,0
2021-02-08,40,Ikan Asin Teri,Ikan Asin Teri,kg,0,0,Senin,0,0,,0,0
2021-02-08,41,KACANG HIJAU,KACANG HIJAU,kg,19000,19000,Senin,0,0,,0,0
2021-02-08,42,KACANG TANAH,KACANG TANAH,kg,25000,25000,Senin,0,0,,0,0
2021-02-08,43,KETELA POHON,KETELA POHON,kg,6000,6000,Senin,0,0,,0,0
2021-02-08,44,KOL/KUBIS,SAYUR MAYUR,kg,10000,10000,Senin,0,0,,0,0
2021-02-08,45,KENTANG,SAYUR MAYUR,kg,13000,12000,Senin,0,0,,0,0
2021-02-08,46,Tomat Merah,SAYUR MAYUR,kg,10000,10000,Senin,0,0,,0,0
2021-02-08,47,WORTEL,SAYUR MAYUR,kg,12000,10000,Senin,0,0,,0,0
2021-02-08,48,BUNCIS,SAYUR MAYUR,kg,12000,13000,Senin,0,0,,0,0
2021-02-08,58,Ikan Bandeng,IKAN SEGAR,kg,32000,34000,Senin,0,0,,0,0
2021-02-08,59,Ikan Kembung,IKAN SEGAR,kg,32000,30000,Senin,0,0,,0,0
2021-02-08,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Senin,0,0,,0,0
2021-02-08,60,Ikan Tongkol,IKAN SEGAR,kg,30000,30000,Senin,0,0,,0,0
2021-02-08,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Senin,0,0,,0,0
2021-02-10,2,Beras Premium,BERAS,kg,12500,12500,Rabu,0,0,,0,0
2021-02-10,4,Beras Medium,BERAS,kg,9000,9000,Rabu,0,0,,0,0
2021-02-10,7,Gula Kristal Putih,GULA,kg,12000,12000,Rabu,0,0,,0,0
2021-02-10,10,Minyak Goreng Curah,MINYAK GORENG,kg,13000,13000,Rabu,0,0,,0,0
2021-02-10,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,14000,14000,Rabu,0,0,,0,0
2021-02-10,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Rabu,0,0,,0,0
2021-02-10,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,0,0,Rabu,0,0,,0,0
2021-02-10,12,Daging Sapi Paha Belakang,DAGING,kg,101667,101667,Rabu,0,0,,0,0
2021-02-10,13,Daging Ayam Ras,DAGING,kg,32000,32000,Rabu,0,0,,0,0
2021-02-10,14,Daging Ayam Kampung,DAGING,ekor,50000,50000,Rabu,0,0,,0,0
2021-02-10,16,Telur Ayam Ras,TELUR AYAM,kg,23500,23000,Rabu,0,0,,0,0
2021-02-10,17,Telur Ayam Kampung,TELUR AYAM,kg,32000,32000,Rabu,0,0,,0,0
2021-02-10,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,10000,10000,Rabu,0,0,,0,0
2021-02-10,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,10000,10000,Rabu,0,0,,0,0
2021-02-10,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,37900,37900,Rabu,0,0,,0,0
2021-02-10,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,39000,39000,Rabu,0,0,,0,0
2021-02-10,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,7750,7750,Rabu,0,0,,0,0
2021-02-10,27,Bata,GARAM BERYODIUM,Buah,1500,1500,Rabu,0,0,,0,0
2021-02-10,28,Halus,GARAM BERYODIUM,kg,7000,7000,Rabu,0,0,,0,0
2021-02-10,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,9500,9500,Rabu,0,0,,0,0
2021-02-10,32,Kedelai Impor,KACANG KEDELAI,kg,10000,10000,Rabu,0,0,,0,0
2021-02-10,33,Kedelai Lokal,KACANG KEDELAI,kg,0,0,Rabu,0,0,,0,0
2021-02-10,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,2500,2500,Rabu,0,0,,0,0
2021-02-10,37,Cabe Merah Keriting,CABE,kg,50000,45000,Rabu,0,0,,0,0
2021-02-10,38,Cabe Merah Besar,CABE,kg,37000,40000,Rabu,0,0,,0,0
2021-02-10,50,Cabe Rawit Merah,CABE,kg,60000,60000,Rabu,0,0,,0,0
2021-02-10,39,Bawang Merah,BAWANG,kg,23000,26000,Rabu,0,0,,0,0
2021-02-10,49,Bawang Putih Sinco/Honan,BAWANG,kg,20000,20000,Rabu,0,0,,0,0
2021-02-10,40,Ikan Asin Teri,Ikan Asin Teri,kg,0,0,Rabu,0,0,,0,0
2021-02-10,41,KACANG HIJAU,KACANG HIJAU,kg,19000,19000,Rabu,0,0,,0,0
2021-02-10,42,KACANG TANAH,KACANG TANAH,kg,25000,25000,Rabu,0,0,,0,0
2021-02-10,43,KETELA POHON,KETELA POHON,kg,6000,6000,Rabu,0,0,,0,0
2021-02-10,44,KOL/KUBIS,SAYUR MAYUR,kg,10000,10000,Rabu,0,0,,0,0
2021-02-10,45,KENTANG,SAYUR MAYUR,kg,12000,12000,Rabu,0,0,,0,0
2021-02-10,46,Tomat Merah,SAYUR MAYUR,kg,10000,10000,Rabu,0,0,,0,0
2021-02-10,47,WORTEL,SAYUR MAYUR,kg,10000,10000,Rabu,0,0,,0,0
2021-02-10,48,BUNCIS,SAYUR MAYUR,kg,12000,11000,Rabu,0,0,,0,0
