tanggal,komoditas_id,komoditas,grup,satuan,harga_kemarin,harga,hari_nama,is_weekend,is_libur_nasional,nama_libur,is_ramadan,is_pra_ramadan
2023-04-29,14,Daging Ayam Kampung,DAGING,ekor,0,0,Sabtu,1,0,,0,0
2023-04-29,16,Telur Ayam Ras,TELUR AYAM,kg,27000,27000,Sabtu,1,0,,0,0
2023-04-29,17,Telur Ayam Kampung,TELUR AYAM,kg,48000,48000,Sabtu,1,0,,0,0
2023-04-29,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,12500,12500,Sabtu,1,0,,0,0
2023-04-29,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,12500,12500,Sabtu,1,0,,0,0
2023-04-29,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,0,0,Sabtu,1,0,,0,0
2023-04-29,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,0,0,Sabtu,1,0,,0,0
2023-04-29,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,9500,9500,Sabtu,1,0,,0,0
2023-04-29,27,Bata,GARAM BERYODIUM,Buah,0,0,Sabtu,1,0,,0,0
2023-04-29,28,Halus,GARAM BERYODIUM,kg,6000,6000,Sabtu,1,0,,0,0
2023-04-29,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,14000,14000,Sabtu,1,0,,0,0
2023-04-29,32,Kedelai Impor,KACANG KEDELAI,kg,13000,13000,Sabtu,1,0,,0,0
2023-04-29,33,Kedelai Lokal,KACANG KEDELAI,kg,0,0,Sabtu,1,0,,0,0
2023-04-29,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,3000,3000,Sabtu,1,0,,0,0
2023-04-29,37,Cabe Merah Keriting,CABE,kg,30000,30000,Sabtu,1,0,,0,0
2023-04-29,38,Cabe Merah Besar,CABE,kg,28000,28000,Sabtu,1,0,,0,0
2023-04-29,50,Cabe Rawit Merah,CABE,kg,24000,24000,Sabtu,1,0,,0,0
2023-04-29,39,Bawang Merah,BAWANG,kg,38000,38000,Sabtu,1,0,,0,0
2023-04-29,49,Bawang Putih Sinco/Honan,BAWANG,kg,30000,30000,Sabtu,1,0,,0,0
2023-04-29,40,Ikan Asin Teri,Ikan Asin Teri,kg,0,0,Sabtu,1,0,,0,0
2023-04-29,41,KACANG HIJAU,KACANG HIJAU,kg,25000,25000,Sabtu,1,0,,0,0
2023-04-29,42,KACANG TANAH,KACANG TANAH,kg,30000,30000,Sabtu,1,0,,0,0
2023-04-29,43,KETELA POHON,KETELA POHON,kg,6000,6000,Sabtu,1,0,,0,0
2023-04-29,44,KOL/KUBIS,SAYUR MAYUR,kg,7000,7000,Sabtu,1,0,,0,0
2023-04-29,45,KENTANG,SAYUR MAYUR,kg,15000,15000,Sabtu,1,0,,0,0
2023-04-29,46,Tomat Merah,SAYUR MAYUR,kg,14000,14000,Sabtu,1,0,,0,0
2023-04-29,47,WORTEL,SAYUR MAYUR,kg,10000,10000,Sabtu,1,0,,0,0
2023-04-29,48,BUNCIS,SAYUR MAYUR,kg,14000,14000,Sabtu,1,0,,0,0
2023-04-29,58,Ikan Bandeng,IKAN SEGAR,kg,45000,45000,Sabtu,1,0,,0,0
2023-04-29,59,Ikan Kembung,IKAN SEGAR,kg,38000,38000,Sabtu,1,0,,0,0
2023-04-29,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Sabtu,1,0,,0,0
2023-04-29,60,Ikan Tongkol,IKAN SEGAR,kg,45000,45000,Sabtu,1,0,,0,0
2023-04-29,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Sabtu,1,0,,0,0
2023-05-02,2,Beras Premium,BERAS,kg,13000,13000,Selasa,0,0,,0,0
2023-05-02,4,Beras Medium,BERAS,kg,11000,11000,Selasa,0,0,,0,0
2023-05-02,7,Gula Kristal Putih,GULA,kg,13000,13000,Selasa,0,0,,0,0
2023-05-02,10,Minyak Goreng Curah,MINYAK GORENG,kg,14500,14500,Selasa,0,0,,0,0
2023-05-02,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,21000,21000,Selasa,0,0,,0,0
2023-05-02,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Selasa,0,0,,0,0
2023-05-02,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,14000,14000,Selasa,0,0,,0,0
2023-05-02,12,Daging Sapi Paha Belakang,DAGING,kg,110000,110000,Selasa,0,0,,0,0
2023-05-02,13,Daging Ayam Ras,DAGING,kg,36000,33000,Selasa,0,0,,0,0
2023-05-02,14,Daging Ayam Kampung,DAGING,ekor,0,0,Selasa,0,0,,0,0
2023-05-02,16,Telur Ayam Ras,TELUR AYAM,kg,27000,27000,Selasa,0,0,,0,0
2023-05-02,17,Telur Ayam Kampung,TELUR AYAM,kg,48000,48000,Selasa,0,0,,0,0
2023-05-02,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,12500,12500,Selasa,0,0,,0,0
2023-05-02,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,12500,12500,Selasa,0,0,,0,0
2023-05-02,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,0,0,Selasa,0,0,,0,0
2023-05-02,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,0,0,Selasa,0,0,,0,0
2023-05-02,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,9500,9500,Selasa,0,0,,0,0
2023-05-02,27,Bata,GARAM BERYODIUM,Buah,0,0,Selasa,0,0,,0,0
2023-05-02,28,Halus,GARAM BERYODIUM,kg,6000,6000,Selasa,0,0,,0,0
2023-05-02,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,14000,14000,Selasa,0,0,,0,0
2023-05-02,32,Kedelai Impor,KACANG KEDELAI,kg,13000,13000,Selasa,0,0,,0,0
2023-05-02,33,Kedelai Lokal,KACANG KEDELAI,kg,0,0,Selasa,0,0,,0,0
2023-05-02,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,3000,3000,Selasa,0,0,,0,0
2023-05-02,37,Cabe Merah Keriting,CABE,kg,30000,30000,Selasa,0,0,,0,0
2023-05-02,38,Cabe Merah Besar,CABE,kg,24000,24000,Selasa,0,0,,0,0
2023-05-02,50,Cabe Rawit Merah,CABE,kg,25000,25000,Selasa,0,0,,0,0
2023-05-02,39,Bawang Merah,BAWANG,kg,38000,38000,Selasa,0,0,,0,0
2023-05-02,49,Bawang Putih Sinco/Honan,BAWANG,kg,30000,30000,Selasa,0,0,,0,0
2023-05-02,40,Ikan Asin Teri,Ikan Asin Teri,kg,0,0,Selasa,0,0,,0,0
2023-05-02,41,KACANG HIJAU,KACANG HIJAU,kg,25000,25000,Selasa,0,0,,0,0
2023-05-02,42,KACANG TANAH,KACANG TANAH,kg,30000,30000,Selasa,0,0,,0,0
2023-05-02,43,KETELA POHON,KETELA POHON,kg,6000,6000,Selasa,0,0,,0,0
2023-05-02,44,KOL/KUBIS,SAYUR MAYUR,kg,7000,7000,Selasa,0,0,,0,0
2023-05-02,45,KENTANG,SAYUR MAYUR,kg,15000,15000,Selasa,0,0,,0,0
2023-05-02,46,Tomat Merah,SAYUR MAYUR,kg,11000,11000,Selasa,0,0,,0,0
2023-05-02,47,WORTEL,SAYUR MAYUR,kg,9000,9000,Selasa,0,0,,0,0
2023-05-02,48,BUNCIS,SAYUR MAYUR,kg,10000,10000,Selasa,0,0,,0,0
2023-05-02,58,Ikan Bandeng,IKAN SEGAR,kg,45000,45000,Selasa,0,0,,0,0
2023-05-02,59,Ikan Kembung,IKAN SEGAR,kg,38000,38000,Selasa,0,0,,0,0
2023-05-02,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Selasa,0,0,,0,0
2023-05-02,60,Ikan Tongkol,IKAN SEGAR,kg,45000,45000,Selasa,0,0,,0,0
2023-05-02,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Selasa,0,0,,0,0
2023-05-03,2,Beras Premium,BERAS,kg,13000,13000,Rabu,0,0,,0,0
2023-05-03,4,Beras Medium,BERAS,kg,11000,11000,Rabu,0,0,,0,0
2023-05-03,7,Gula Kristal Putih,GULA,kg,13000,13000,Rabu,0,0,,0,0
2023-05-03,10,Minyak Goreng Curah,MINYAK GORENG,kg,14500,14500,Rabu,0,0,,0,0
2023-05-03,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,21000,21000,Rabu,0,0,,0,0
2023-05-03,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Rabu,0,0,,0,0
2023-05-03,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,14000,14000,Rabu,0,0,,0,0
2023-05-03,12,Daging Sapi Paha Belakang,DAGING,kg,110000,110000,Rabu,0,0,,0,0
2023-05-03,13,Daging Ayam Ras,DAGING,kg,33000,33000,Rabu,0,0,,0,0
2023-05-03,14,Daging Ayam Kampung,DAGING,ekor,0,0,Rabu,0,0,,0,0
2023-05-03,16,Telur Ayam Ras,TELUR AYAM,kg,27000,27000,Rabu,0,0,,0,0
2023-05-03,17,Telur Ayam Kampung,TELUR AYAM,kg,48000,48000,Rabu,0,0,,0,0
2023-05-03,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,12500,12500,Rabu,0,0,,0,0
2023-05-03,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,12500,12500,Rabu,0,0,,0,0
2023-05-03,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,0,0,Rabu,0,0,,0,0
2023-05-03,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,0,0,Rabu,0,0,,0,0
2023-05-03,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,9500,9500,Rabu,0,0,,0,0
2023-05-03,27,Bata,GARAM BERYODIUM,Buah,0,0,Rabu,0,0,,0,0
2023-05-03,28,Halus,GARAM BERYODIUM,kg,6000,6000,Rabu,0,0,,0,0
2023-05-03,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,14000,14000,Rabu,0,0,,0,0
2023-05-03,32,Kedelai Impor,KACANG KEDELAI,kg,13000,13000,Rabu,0,0,,0,0
2023-05-03,33,Kedelai Lokal,KACANG KEDELAI,kg,0,0,Rabu,0,0,,0,0
2023-05-03,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,3000,3000,Rabu,0,0,,0,0
2023-05-03,37,Cabe Merah Keriting,CABE,kg,30000,30000,Rabu,0,0,,0,0
2023-05-03,38,Cabe Merah Besar,CABE,kg,24000,24000,Rabu,0,0,,0,0
2023-05-03,50,Cabe Rawit Merah,CABE,kg,25000,25000,Rabu,0,0,,0,0
2023-05-03,39,Bawang Merah,BAWANG,kg,38000,38000,Rabu,0,0,,0,0
2023-05-03,49,Bawang Putih Sinco/Honan,BAWANG,kg,30000,30000,Rabu,0,0,,0,0
2023-05-03,40,Ikan Asin Teri,Ikan Asin Teri,kg,0,0,Rabu,0,0,,0,0
2023-05-03,41,KACANG HIJAU,KACANG HIJAU,kg,25000,25000,Rabu,0,0,,0,0
2023-05-03,42,KACANG TANAH,KACANG TANAH,kg,30000,30000,Rabu,0,0,,0,0
2023-05-03,43,KETELA POHON,KETELA POHON,kg,6000,6000,Rabu,0,0,,0,0
2023-05-03,44,KOL/KUBIS,SAYUR MAYUR,kg,7000,7000,Rabu,0,0,,0,0
2023-05-03,45,KENTANG,SAYUR MAYUR,kg,15000,15000,Rabu,0,0,,0,0
2023-05-03,46,Tomat Merah,SAYUR MAYUR,kg,11000,11000,Rabu,0,0,,0,0
2023-05-03,47,WORTEL,SAYUR MAYUR,kg,9000,9000,Rabu,0,0,,0,0
2023-05-03,48,BUNCIS,SAYUR MAYUR,kg,10000,10000,Rabu,0,0,,0,0
2023-05-03,58,Ikan Bandeng,IKAN SEGAR,kg,45000,45000,Rabu,0,0,,0,0
2023-05-03,59,Ikan Kembung,IKAN SEGAR,kg,38000,38000,Rabu,0,0,,0,0
2023-05-03,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Rabu,0,0,,0,0
2023-05-03,60,Ikan Tongkol,IKAN SEGAR,kg,45000,45000,Rabu,0,0,,0,0
2023-05-03,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Rabu,0,0,,0,0
2023-05-04,2,Beras Premium,BERAS,kg,13000,13000,Kamis,0,0,,0,0
2023-05-04,4,Beras Medium,BERAS,kg,11000,11000,Kamis,0,0,,0,0
2023-05-04,7,Gula Kristal Putih,GULA,kg,13000,13000,Kamis,0,0,,0,0
2023-05-04,10,Minyak Goreng Curah,MINYAK GORENG,kg,14500,14500,Kamis,0,0,,0,0
2023-05-04,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,21000,21000,Kamis,0,0,,0,0
2023-05-04,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Kamis,0,0,,0,0
2023-05-04,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,14000,14000,Kamis,0,0,,0,0
2023-05-04,12,Daging Sapi Paha Belakang,DAGING,kg,110000,110000,Kamis,0,0,,0,0
2023-05-04,13,Daging Ayam Ras,DAGING,kg,33000,34000,Kamis,0,0,,0,0
2023-05-04,14,Daging Ayam Kampung,DAGING,ekor,0,0,Kamis,0,0,,0,0
2023-05-04,16,Telur Ayam Ras,TELUR AYAM,kg,27000,27000,Kamis,0,0,,0,0
2023-05-04,17,Telur Ayam Kampung,TELUR AYAM,kg,48000,48000,Kamis,0,0,,0,0
2023-05-04,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,12500,12500,Kamis,0,0,,0,0
2023-05-04,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,12500,12500,Kamis,0,0,,0,0
2023-05-04,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,0,0,Kamis,0,0,,0,0
2023-05-04,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,0,0,Kamis,0,0,,0,0
2023-05-04,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,9500,9500,Kamis,0,0,,0,0
2023-05-04,27,Bata,GARAM BERYODIUM,Buah,0,0,Kamis,0,0,,0,0
2023-05-04,28,Halus,GARAM BERYODIUM,kg,6000,6000,Kamis,0,0,,0,0
2023-05-04,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,14000,14000,Kamis,0,0,,0,0
2023-05-04,32,Kedelai Impor,KACANG KEDELAI,kg,13000,13000,Kamis,0,0,,0,0
2023-05-04,33,Kedelai Lokal,KACANG KEDELAI,kg,0,0,Kamis,0,0,,0,0
2023-05-04,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,3000,3000,Kamis,0,0,,0,0
2023-05-04,37,Cabe Merah Keriting,CABE,kg,30000,30000,Kamis,0,0,,0,0
2023-05-04,38,Cabe Merah Besar,CABE,kg,24000,25000,Kamis,0,0,,0,0
2023-05-04,50,Cabe Rawit Merah,CABE,kg,25000,25000,Kamis,0,0,,0,0
2023-05-04,39,Bawang Merah,BAWANG,kg,38000,40000,Kamis,0,0,,0,0
2023-05-04,49,Bawang Putih Sinco/Honan,BAWANG,kg,30000,30000,Kamis,0,0,,0,0
2023-05-04,40,Ikan Asin Teri,Ikan Asin Teri,kg,0,0,Kamis,0,0,,0,0
2023-05-04,41,KACANG HIJAU,KACANG HIJAU,kg,25000,25000,Kamis,0,0,,0,0
2023-05-04,42,KACANG TANAH,KACANG TANAH,kg,30000,30000,Kamis,0,0,,0,0
2023-05-04,43,KETELA POHON,KETELA POHON,kg,6000,6000,Kamis,0,0,,0,0
2023-05-04,44,KOL/KUBIS,SAYUR MAYUR,kg,7000,7000,Kamis,0,0,,0,0
2023-05-04,45,KENTANG,SAYUR MAYUR,kg,15000,15000,Kamis,0,0,,0,0
2023-05-04,46,Tomat Merah,SAYUR MAYUR,kg,11000,11000,Kamis,0,0,,0,0
2023-05-04,47,WORTEL,SAYUR MAYUR,kg,9000,9000,Kamis,0,0,,0,0
2023-05-04,48,BUNCIS,SAYUR MAYUR,kg,10000,12000,Kamis,0,0,,0,0
2023-05-04,58,Ikan Bandeng,IKAN SEGAR,kg,45000,45000,Kamis,0,0,,0,0
2023-05-04,59,Ikan Kembung,IKAN SEGAR,kg,38000,38000,Kamis,0,0,,0,0
2023-05-04,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Kamis,0,0,,0,0
2023-05-04,60,Ikan Tongkol,IKAN SEGAR,kg,45000,45000,Kamis,0,0,,0,0
2023-05-04,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Kamis,0,0,,0,0
2023-05-06,2,Beras Premium,BERAS,kg,13000,13000,Sabtu,1,0,,0,0
2023-05-06,4,Beras Medium,BERAS,kg,11000,11000,Sabtu,1,0,,0,0
2023-05-06,7,Gula Kristal Putih,GULA,kg,13000,13000,Sabtu,1,0,,0,0
2023-05-06,10,Minyak Goreng Curah,MINYAK GORENG,kg,14500,14500,Sabtu,1,0,,0,0
2023-05-06,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,21000,21000,Sabtu,1,0,,0,0
2023-05-06,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Sabtu,1,0,,0,0
2023-05-06,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,14000,14000,Sabtu,1,0,,0,0
2023-05-06,12,Daging Sapi Paha Belakang,DAGING,kg,110000,110000,Sabtu,1,0,,0,0
2023-05-06,13,Daging Ayam Ras,DAGING,kg,34000,34000,Sabtu,1,0,,0,0
2023-05-06,14,Daging Ayam Kampung,DAGING,ekor,0,0,Sabtu,1,0,,0,0
2023-05-06,16,Telur Ayam Ras,TELUR AYAM,kg,27000,29000,Sabtu,1,0,,0,0
2023-05-06,17,Telur Ayam Kampung,TELUR AYAM,kg,48000,48000,Sabtu,1,0,,0,0
2023-05-06,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,12500,12500,Sabtu,1,0,,0,0
2023-05-06,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,12500,12500,Sabtu,1,0,,0,0
2023-05-06,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,0,0,Sabtu,1,0,,0,0
2023-05-06,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,0,0,Sabtu,1,0,,0,0
2023-05-06,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,9500,9500,Sabtu,1,0,,0,0
2023-05-06,27,Bata,GARAM BERYODIUM,Buah,0,0,Sabtu,1,0,,0,0
2023-05-06,28,Halus,GARAM BERYODIUM,kg,6000,6000,Sabtu,1,0,,0,0
2023-05-06,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,14000,14000,Sabtu,1,0,,0,0
2023-05-06,32,Kedelai Impor,KACANG KEDELAI,kg,13000,13000,Sabtu,1,0,,0,0
2023-05-06,33,Kedelai Lokal,KACANG KEDELAI,kg,0,0,Sabtu,1,0,,0,0
2023-05-06,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,3000,3000,Sabtu,1,0,,0,0
2023-05-06,37,Cabe Merah Keriting,CABE,kg,30000,30000,Sabtu,1,0,,0,0
2023-05-06,38,Cabe Merah Besar,CABE,kg,25000,30000,Sabtu,1,0,,0,0
2023-05-06,50,Cabe Rawit Merah,CABE,kg,25000,25000,Sabtu,1,0,,0,0
2023-05-06,39,Bawang Merah,BAWANG,kg,40000,40000,Sabtu,1,0,,0,0
2023-05-06,49,Bawang Putih Sinco/Honan,BAWANG,kg,30000,32000,Sabtu,1,0,,0,0
2023-05-06,40,Ikan Asin Teri,Ikan Asin Teri,kg,0,0,Sabtu,1,0,,0,0
2023-05-06,41,KACANG HIJAU,KACANG HIJAU,kg,25000,25000,Sabtu,1,0,,0,0
2023-05-06,42,KACANG TANAH,KACANG TANAH,kg,30000,30000,Sabtu,1,0,,0,0
2023-05-06,43,KETELA POHON,KETELA POHON,kg,6000,6000,Sabtu,1,0,,0,0
2023-05-06,44,KOL/KUBIS,SAYUR MAYUR,kg,7000,7000,Sabtu,1,0,,0,0
2023-05-06,45,KENTANG,SAYUR MAYUR,kg,15000,15000,Sabtu,1,0,,0,0
2023-05-06,46,Tomat Merah,SAYUR MAYUR,kg,11000,11000,Sabtu,1,0,,0,0
2023-05-06,47,WORTEL,SAYUR MAYUR,kg,9000,9000,Sabtu,1,0,,0,0
2023-05-06,48,BUNCIS,SAYUR MAYUR,kg,12000,12000,Sabtu,1,0,,0,0
2023-05-06,58,Ikan Bandeng,IKAN SEGAR,kg,45000,45000,Sabtu,1,0,,0,0
2023-05-06,59,Ikan Kembung,IKAN SEGAR,kg,38000,38000,Sabtu,1,0,,0,0
2023-05-06,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Sabtu,1,0,,0,0
2023-05-06,60,Ikan Tongkol,IKAN SEGAR,kg,45000,45000,Sabtu,1,0,,0,0
2023-05-06,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Sabtu,1,0,,0,0
2023-05-07,2,Beras Premium,BERAS,kg,13000,13000,Minggu,1,0,,0,0
2023-05-07,4,Beras Medium,BERAS,kg,11000,11000,Minggu,1,0,,0,0
2023-05-07,7,Gula Kristal Putih,GULA,kg,13000,13000,Minggu,1,0,,0,0
2023-05-07,10,Minyak Goreng Curah,MINYAK GORENG,kg,14500,14500,Minggu,1,0,,0,0
2023-05-07,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,21000,21000,Minggu,1,0,,0,0
2023-05-07,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Minggu,1,0,,0,0
2023-05-07,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,14000,14000,Minggu,1,0,,0,0
2023-05-07,12,Daging Sapi Paha Belakang,DAGING,kg,110000,110000,Minggu,1,0,,0,0
2023-05-07,13,Daging Ayam Ras,DAGING,kg,34000,34000,Minggu,1,0,,0,0
2023-05-07,14,Daging Ayam Kampung,DAGING,ekor,0,0,Minggu,1,0,,0,0
2023-05-07,16,Telur Ayam Ras,TELUR AYAM,kg,29000,29000,Minggu,1,0,,0,0
2023-05-07,17,Telur Ayam Kampung,TELUR AYAM,kg,48000,48000,Minggu,1,0,,0,0
2023-05-07,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,12500,12500,Minggu,1,0,,0,0
2023-05-07,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,12500,12500,Minggu,1,0,,0,0
2023-05-07,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,0,0,Minggu,1,0,,0,0
2023-05-07,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,0,0,Minggu,1,0,,0,0
2023-05-07,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,9500,9500,Minggu,1,0,,0,0
2023-05-07,27,Bata,GARAM BERYODIUM,Buah,0,0,Minggu,1,0,,0,0
2023-05-07,28,Halus,GARAM BERYODIUM,kg,6000,6000,Minggu,1,0,,0,0
2023-05-07,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,14000,14000,Minggu,1,0,,0,0
2023-05-07,32,Kedelai Impor,KACANG KEDELAI,kg,13000,13000,Minggu,1,0,,0,0
2023-05-07,33,Kedelai Lokal,KACANG KEDELAI,kg,0,0,Minggu,1,0,,0,0
2023-05-07,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,3000,3000,Minggu,1,0,,0,0
2023-05-07,37,Cabe Merah Keriting,CABE,kg,30000,30000,Minggu,1,0,,0,0
2023-05-07,38,Cabe Merah Besar,CABE,kg,30000,30000,Minggu,1,0,,0,0
2023-05-07,50,Cabe Rawit Merah,CABE,kg,25000,25000,Minggu,1,0,,0,0
2023-05-07,39,Bawang Merah,BAWANG,kg,40000,40000,Minggu,1,0,,0,0
2023-05-07,49,Bawang Putih Sinco/Honan,BAWANG,kg,32000,32000,Minggu,1,0,,0,0
2023-05-07,40,Ikan Asin Teri,Ikan Asin Teri,kg,0,0,Minggu,1,0,,0,0
2023-05-07,41,KACANG HIJAU,KACANG HIJAU,kg,25000,25000,Minggu,1,0,,0,0
2023-05-07,42,KACANG TANAH,KACANG TANAH,kg,30000,30000,Minggu,1,0,,0,0
2023-05-07,43,KETELA POHON,KETELA POHON,kg,6000,6000,Minggu,1,0,,0,0
2023-05-07,44,KOL/KUBIS,SAYUR MAYUR,kg,7000,7000,Minggu,1,0,,0,0
2023-05-07,45,KENTANG,SAYUR MAYUR,kg,15000,15000,Minggu,1,0,,0,0
2023-05-07,46,Tomat Merah,SAYUR MAYUR,kg,11000,11000,Minggu,1,0,,0,0
2023-05-07,47,WORTEL,SAYUR MAYUR,kg,9000,9000,Minggu,1,0,,0,0
2023-05-07,48,BUNCIS,SAYUR MAYUR,kg,12000,12000,Minggu,1,0,,0,0
2023-05-07,58,Ikan Bandeng,IKAN SEGAR,kg,45000,45000,Minggu,1,0,,0,0
2023-05-07,59,Ikan Kembung,IKAN SEGAR,kg,38000,38000,Minggu,1,0,,0,0
2023-05-07,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Minggu,1,0,,0,0
2023-05-07,60,Ikan Tongkol,IKAN SEGAR,kg,45000,45000,Minggu,1,0,,0,0
2023-05-07,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Minggu,1,0,,0,0
2023-05-05,2,Beras Premium,BERAS,kg,13000,13000,Jumat,0,0,,0,0
2023-05-05,4,Beras Medium,BERAS,kg,11000,11000,Jumat,0,0,,0,0
2023-05-05,7,Gula Kristal Putih,GULA,kg,13000,13000,Jumat,0,0,,0,0
2023-05-05,10,Minyak Goreng Curah,MINYAK GORENG,kg,14500,14500,Jumat,0,0,,0,0
2023-05-05,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,21000,21000,Jumat,0,0,,0,0
2023-05-05,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Jumat,0,0,,0,0
2023-05-05,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,14000,14000,Jumat,0,0,,0,0
2023-05-05,12,Daging Sapi Paha Belakang,DAGING,kg,110000,110000,Jumat,0,0,,0,0
2023-05-05,13,Daging Ayam Ras,DAGING,kg,34000,34000,Jumat,0,0,,0,0
2023-05-05,14,Daging Ayam Kampung,DAGING,ekor,0,0,Jumat,0,0,,0,0
2023-05-05,16,Telur Ayam Ras,TELUR AYAM,kg,27000,27000,Jumat,0,0,,0,0
2023-05-05,17,Telur Ayam Kampung,TELUR AYAM,kg,48000,48000,Jumat,0,0,,0,0
2023-05-05,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,12500,12500,Jumat,0,0,,0,0
2023-05-05,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,12500,12500,Jumat,0,0,,0,0
2023-05-05,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,0,0,Jumat,0,0,,0,0
2023-05-05,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,0,0,Jumat,0,0,,0,0
2023-05-05,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,9500,9500,Jumat,0,0,,0,0
2023-05-05,27,Bata,GARAM BERYODIUM,Buah,0,0,Jumat,0,0,,0,0
2023-05-05,28,Halus,GARAM BERYODIUM,kg,6000,6000,Jumat,0,0,,0,0
2023-05-05,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,14000,14000,Jumat,0,0,,0,0
2023-05-05,32,Kedelai Impor,KACANG KEDELAI,kg,13000,13000,Jumat,0,0,,0,0
