tanggal,komoditas,titik_pantau,kabupaten,satuan,harga_kemarin,harga,imputed
2020-01-01,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10200.0,10000.0,False
2020-01-02,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-01-03,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-01-04,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-01-05,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10200.0,False
2020-01-06,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10200.0,10200.0,False
2020-01-07,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10200.0,10000.0,False
2020-01-08,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-01-09,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10500.0,False
2020-01-10,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-01-11,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10600.0,False
2020-01-12,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10600.0,10200.0,False
2020-01-13,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10200.0,10500.0,False
2020-01-14,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-01-15,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10600.0,False
2020-01-16,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10600.0,10500.0,False
2020-01-17,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-01-18,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10200.0,False
2020-01-19,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10200.0,10500.0,False
2020-01-20,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-01-21,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10200.0,False
2020-01-22,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10200.0,10500.0,False
2020-01-23,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-01-24,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10800.0,False
2020-01-25,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,11000.0,False
2020-01-26,Beras,PS Bendul Mrisi,Kota Surabaya,kg,11000.0,11000.0,False
2020-01-27,Beras,PS Bendul Mrisi,Kota Surabaya,kg,11000.0,10800.0,False
2020-01-28,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-01-29,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10500.0,False
2020-01-30,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10800.0,False
2020-01-31,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10500.0,False
2020-02-01,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10900.0,False
2020-02-02,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10900.0,10900.0,False
2020-02-03,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10900.0,11000.0,False
2020-02-04,Beras,PS Bendul Mrisi,Kota Surabaya,kg,11000.0,10800.0,False
2020-02-05,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-02-06,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10900.0,False
2020-02-07,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10900.0,10900.0,False
2020-02-08,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10900.0,10800.0,False
2020-02-09,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,11000.0,False
2020-02-10,Beras,PS Bendul Mrisi,Kota Surabaya,kg,11000.0,11000.0,False
2020-02-11,Beras,PS Bendul Mrisi,Kota Surabaya,kg,11000.0,10900.0,False
2020-02-12,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10900.0,11000.0,False
2020-02-13,Beras,PS Bendul Mrisi,Kota Surabaya,kg,11000.0,10900.0,False
2020-02-14,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10900.0,10800.0,False
2020-02-15,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-02-16,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10700.0,False
2020-02-17,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10700.0,10700.0,False
2020-02-18,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10700.0,10800.0,False
2020-02-19,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-02-20,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-02-21,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-02-22,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-02-23,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10900.0,False
2020-02-24,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10900.0,10800.0,False
2020-02-25,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-02-26,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-02-27,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-02-28,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-02-29,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-03-01,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10700.0,False
2020-03-02,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10700.0,10800.0,False
2020-03-03,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10900.0,False
2020-03-04,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10900.0,10800.0,False
2020-03-05,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-03-06,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-03-07,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-03-08,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-03-09,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-03-10,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10700.0,False
2020-03-11,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10700.0,10800.0,False
2020-03-12,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-03-13,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10700.0,False
2020-03-14,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10700.0,10800.0,False
2020-03-15,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-03-16,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-03-17,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10700.0,False
2020-03-18,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10700.0,10800.0,False
2020-03-19,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-03-20,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-03-21,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-03-22,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-03-23,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10700.0,False
2020-03-24,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10700.0,10800.0,False
2020-03-25,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-03-26,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-03-27,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10700.0,False
2020-03-28,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10700.0,10800.0,False
2020-03-29,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10700.0,False
2020-03-30,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10700.0,10600.0,False
2020-03-31,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10600.0,10500.0,False
2020-04-01,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-04-02,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-04-03,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,True
2020-04-04,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10500.0,True
2020-04-05,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10500.0,True
2020-04-06,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10633.333333333334,True
2020-04-07,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10766.666666666666,True
2020-04-08,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10900.0,False
2020-04-09,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10900.0,10900.0,False
2020-04-10,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10900.0,10900.0,False
2020-04-11,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10900.0,10900.0,False
2020-04-12,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10900.0,11000.0,False
2020-04-13,Beras,PS Bendul Mrisi,Kota Surabaya,kg,11000.0,11000.0,False
2020-04-14,Beras,PS Bendul Mrisi,Kota Surabaya,kg,11000.0,11000.0,False
2020-04-15,Beras,PS Bendul Mrisi,Kota Surabaya,kg,11000.0,11000.0,False
2020-04-16,Beras,PS Bendul Mrisi,Kota Surabaya,kg,11000.0,10300.0,False
2020-04-17,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10300.0,10400.0,False
2020-04-18,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-04-19,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-04-20,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-04-21,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10300.0,False
2020-04-22,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10300.0,10400.0,False
2020-04-23,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-04-24,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-04-25,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10500.0,False
2020-04-26,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10400.0,False
2020-04-27,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-04-28,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10300.0,False
2020-04-29,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10300.0,10400.0,False
2020-04-30,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10500.0,False
2020-05-01,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-05-02,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10800.0,False
2020-05-03,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-05-04,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10800.0,False
2020-05-05,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10800.0,10500.0,False
2020-05-06,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10400.0,False
2020-05-07,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10500.0,False
2020-05-08,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-05-09,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-05-10,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-05-11,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-05-12,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,True
2020-05-13,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10500.0,True
2020-05-14,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10500.0,True
2020-05-15,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10500.0,True
2020-05-16,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10500.0,True
2020-05-17,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10500.0,True
2020-05-18,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10500.0,True
2020-05-19,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10500.0,True
2020-05-20,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10500.0,True
2020-05-21,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10500.0,True
2020-05-22,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-05-23,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-05-24,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-05-25,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-05-26,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-05-27,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-05-28,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-05-29,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-05-30,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-05-31,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-06-01,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-06-02,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10500.0,False
2020-06-03,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-06-04,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-06-05,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,True
2020-06-06,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10500.0,False
2020-06-07,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-06-08,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-06-09,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10400.0,False
2020-06-10,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10500.0,False
2020-06-11,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10400.0,False
2020-06-12,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10500.0,False
2020-06-13,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10500.0,False
2020-06-14,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10400.0,False
2020-06-15,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-06-16,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-06-17,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-06-18,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-06-19,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,True
2020-06-20,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10400.0,False
2020-06-21,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-06-22,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-06-23,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-06-24,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-06-25,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-06-26,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-06-27,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10500.0,False
2020-06-28,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10500.0,10400.0,False
2020-06-29,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10300.0,False
2020-06-30,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10300.0,10300.0,False
2020-07-01,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10300.0,10400.0,False
2020-07-02,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10400.0,False
2020-07-03,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10300.0,False
2020-07-04,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10300.0,10300.0,False
2020-07-05,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10300.0,10300.0,False
2020-07-06,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10300.0,10300.0,False
2020-07-07,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10300.0,10300.0,False
2020-07-08,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10300.0,10300.0,False
2020-07-09,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10300.0,10300.0,False
2020-07-10,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10300.0,10200.0,False
2020-07-11,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10200.0,10400.0,False
2020-07-12,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10300.0,False
2020-07-13,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10300.0,10400.0,False
2020-07-14,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10400.0,10200.0,False
2020-07-15,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10200.0,10200.0,False
2020-07-16,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10200.0,10300.0,False
2020-07-17,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10300.0,10300.0,False
2020-07-18,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10300.0,10000.0,False
2020-07-19,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-07-20,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,True
2020-07-21,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10000.0,True
2020-07-22,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10000.0,True
2020-07-23,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10005.555555555555,True
2020-07-24,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10011.111111111111,True
2020-07-25,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10016.666666666666,True
2020-07-26,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10022.222222222223,True
2020-07-27,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10027.777777777777,True
2020-07-28,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10033.333333333334,True
2020-07-29,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10038.888888888889,True
2020-07-30,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-07-31,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-08-01,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-08-02,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-08-03,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-08-04,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-08-05,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-08-06,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-08-07,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-08-08,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,,False
2020-08-09,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10100.0,False
2020-08-10,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10100.0,10100.0,False
2020-08-11,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10100.0,10100.0,False
2020-08-12,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10100.0,10100.0,False
2020-08-13,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10100.0,10100.0,False
2020-08-14,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10100.0,10100.0,False
2020-08-15,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10100.0,10100.0,False
2020-08-16,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10100.0,10100.0,False
2020-08-17,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10100.0,10000.0,False
2020-08-18,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-08-19,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-08-20,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-08-21,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-08-22,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-08-23,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-08-24,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-08-25,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-08-26,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-08-27,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-08-28,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-08-29,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-08-30,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-08-31,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-01,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-02,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-03,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-04,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-05,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-06,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-07,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-08,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-09,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-10,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-11,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-12,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-13,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-14,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-15,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-16,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-17,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10100.0,False
2020-09-18,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10100.0,10000.0,False
2020-09-19,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-20,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10100.0,False
2020-09-21,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10100.0,10100.0,False
2020-09-22,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10100.0,10000.0,False
2020-09-23,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-24,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-25,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10100.0,False
2020-09-26,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10100.0,10000.0,False
2020-09-27,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-09-28,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10100.0,False
2020-09-29,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10100.0,10000.0,False
2020-09-30,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-10-01,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-10-02,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-10-03,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-10-04,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,True
2020-10-05,Beras,PS Bendul Mrisi,Kota Surabaya,kg,,10000.0,False
2020-10-06,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-10-07,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-10-08,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-10-09,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-10-10,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-10-11,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-10-12,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-10-13,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-10-14,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-10-15,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-10-16,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-10-17,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,9900.0,False
2020-10-18,Beras,PS Bendul Mrisi,Kota Surabaya,kg,9900.0,9900.0,False
2020-10-19,Beras,PS Bendul Mrisi,Kota Surabaya,kg,9900.0,10000.0,False
2020-10-20,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10000.0,False
2020-10-21,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10000.0,10200.0,False
2020-10-22,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10200.0,10100.0,False
2020-10-23,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10100.0,10100.0,False
2020-10-24,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10100.0,10100.0,False
2020-10-25,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10100.0,10200.0,False
2020-10-26,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10200.0,10200.0,False
2020-10-27,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10200.0,10200.0,False
2020-10-28,Beras,PS Bendul Mrisi,Kota Surabaya,kg,10200.0,10200.0,False
