titik_pantau,tanggal,komoditas,kabupaten,satuan,harga_asli,is_imputed,harga_imputasi,tahun,bulan,hari_nama,is_weekend,is_libur_nasional,nama_libur,is_ramadan,is_pra_ramadan
PS Bendul Mrisi,2022-05-27,Beras,Kota Surabaya,kg,11000,False,11000,2022,5,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-05-28,Beras,Kota Surabaya,kg,11000,False,11000,2022,5,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-05-29,Beras,Kota Surabaya,kg,11000,False,11000,2022,5,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-05-30,Beras,Kota Surabaya,kg,11000,False,11000,2022,5,Senin,0,0,,0,0
PS Bendul Mrisi,2022-05-31,Beras,Kota Surabaya,kg,11000,False,11000,2022,5,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-06-01,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Rabu,0,1,Hari Lahir Pancasila,0,0
PS Bendul Mrisi,2022-06-02,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-06-03,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-06-04,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-06-05,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-06-06,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Senin,0,0,,0,0
PS Bendul Mrisi,2022-06-07,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-06-08,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-06-09,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-06-10,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-06-11,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-06-12,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-06-13,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Senin,0,0,,0,0
PS Bendul Mrisi,2022-06-14,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-06-15,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-06-16,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-06-17,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-06-18,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-06-19,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-06-20,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Senin,0,0,,0,0
PS Bendul Mrisi,2022-06-21,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-06-22,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-06-23,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-06-24,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-06-25,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-06-26,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-06-27,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Senin,0,0,,0,0
PS Bendul Mrisi,2022-06-28,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-06-29,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-06-30,Beras,Kota Surabaya,kg,11000,False,11000,2022,6,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-07-01,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-07-02,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-07-03,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-07-04,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Senin,0,0,,0,0
PS Bendul Mrisi,2022-07-05,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-07-06,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-07-07,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-07-08,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-07-09,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-07-10,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Minggu,1,1,Hari Raya Idul Adha,0,0
PS Bendul Mrisi,2022-07-11,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Senin,0,0,,0,0
PS Bendul Mrisi,2022-07-12,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-07-13,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-07-14,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-07-15,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-07-16,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-07-17,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-07-18,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Senin,0,0,,0,0
PS Bendul Mrisi,2022-07-19,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-07-20,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-07-21,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-07-22,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-07-23,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-07-24,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-07-25,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Senin,0,0,,0,0
PS Bendul Mrisi,2022-07-26,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-07-27,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-07-28,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-07-29,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-07-30,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Sabtu,1,1,Tahun Baru Islam,0,0
PS Bendul Mrisi,2022-07-31,Beras,Kota Surabaya,kg,11000,False,11000,2022,7,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-08-01,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Senin,0,0,,0,0
PS Bendul Mrisi,2022-08-02,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-08-03,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-08-04,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-08-05,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-08-06,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-08-07,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-08-08,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Senin,0,0,,0,0
PS Bendul Mrisi,2022-08-09,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-08-10,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-08-11,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-08-12,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-08-13,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-08-14,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-08-15,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Senin,0,0,,0,0
PS Bendul Mrisi,2022-08-16,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-08-17,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Rabu,0,1,Hari Kemerdekaan Republik Indonesia,0,0
PS Bendul Mrisi,2022-08-18,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-08-19,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-08-20,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-08-21,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-08-22,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Senin,0,0,,0,0
PS Bendul Mrisi,2022-08-23,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-08-24,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-08-25,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-08-26,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-08-27,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-08-28,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-08-29,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Senin,0,0,,0,0
PS Bendul Mrisi,2022-08-30,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-08-31,Beras,Kota Surabaya,kg,11000,False,11000,2022,8,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-09-01,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-09-02,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-09-03,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-09-04,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-09-05,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Senin,0,0,,0,0
PS Bendul Mrisi,2022-09-06,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-09-07,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-09-08,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-09-09,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-09-10,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-09-11,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-09-12,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Senin,0,0,,0,0
PS Bendul Mrisi,2022-09-13,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-09-14,Beras,Kota Surabaya,kg,,True,11000,2022,9,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-09-15,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-09-16,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-09-17,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-09-18,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-09-19,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Senin,0,0,,0,0
PS Bendul Mrisi,2022-09-20,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-09-21,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-09-22,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-09-23,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-09-24,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-09-25,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-09-26,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Senin,0,0,,0,0
PS Bendul Mrisi,2022-09-27,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-09-28,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-09-29,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-09-30,Beras,Kota Surabaya,kg,11000,False,11000,2022,9,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-10-01,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-10-02,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-10-03,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Senin,0,0,,0,0
PS Bendul Mrisi,2022-10-04,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-10-05,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-10-06,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-10-07,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-10-08,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Sabtu,1,1,Maulid Nabi Muhammad,0,0
PS Bendul Mrisi,2022-10-09,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-10-10,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Senin,0,0,,0,0
PS Bendul Mrisi,2022-10-11,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-10-12,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-10-13,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-10-14,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-10-15,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-10-16,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-10-17,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Senin,0,0,,0,0
PS Bendul Mrisi,2022-10-18,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-10-19,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-10-20,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-10-21,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-10-22,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-10-23,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-10-24,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Senin,0,0,,0,0
PS Bendul Mrisi,2022-10-25,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-10-26,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-10-27,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-10-28,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-10-29,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-10-30,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-10-31,Beras,Kota Surabaya,kg,11000,False,11000,2022,10,Senin,0,0,,0,0
PS Bendul Mrisi,2022-11-01,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-11-02,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-11-03,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-11-04,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-11-05,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-11-06,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-11-07,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Senin,0,0,,0,0
PS Bendul Mrisi,2022-11-08,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-11-09,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-11-10,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-11-11,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-11-12,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-11-13,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-11-14,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Senin,0,0,,0,0
PS Bendul Mrisi,2022-11-15,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-11-16,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-11-17,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-11-18,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-11-19,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-11-20,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-11-21,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Senin,0,0,,0,0
PS Bendul Mrisi,2022-11-22,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-11-23,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-11-24,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-11-25,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-11-26,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-11-27,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-11-28,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Senin,0,0,,0,0
PS Bendul Mrisi,2022-11-29,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-11-30,Beras,Kota Surabaya,kg,11000,False,11000,2022,11,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-12-01,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-12-02,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-12-03,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-12-04,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-12-05,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Senin,0,0,,0,0
PS Bendul Mrisi,2022-12-06,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-12-07,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-12-08,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-12-09,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-12-10,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-12-11,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-12-12,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Senin,0,0,,0,0
PS Bendul Mrisi,2022-12-13,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-12-14,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-12-15,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-12-16,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-12-17,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-12-18,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Minggu,1,0,,0,0
PS Bendul Mrisi,2022-12-19,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Senin,0,0,,0,0
PS Bendul Mrisi,2022-12-20,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-12-21,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-12-22,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-12-23,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-12-24,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Sabtu,1,0,,0,0
PS Bendul Mrisi,2022-12-25,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Minggu,1,1,Hari Raya Natal,0,0
PS Bendul Mrisi,2022-12-26,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Senin,0,0,,0,0
PS Bendul Mrisi,2022-12-27,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Selasa,0,0,,0,0
PS Bendul Mrisi,2022-12-28,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Rabu,0,0,,0,0
PS Bendul Mrisi,2022-12-29,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Kamis,0,0,,0,0
PS Bendul Mrisi,2022-12-30,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Jumat,0,0,,0,0
PS Bendul Mrisi,2022-12-31,Beras,Kota Surabaya,kg,11000,False,11000,2022,12,Sabtu,1,0,,0,0
PS Bendul Mrisi,2023-01-01,Beras,Kota Surabaya,kg,11000,False,11000,2023,1,Minggu,1,1,Tahun Baru Masehi,0,0
PS Bendul Mrisi,2023-01-02,Beras,Kota Surabaya,kg,11000,False,11000,2023,1,Senin,0,0,,0,0
PS Bendul Mrisi,2023-01-03,Beras,Kota Surabaya,kg,11000,False,11000,2023,1,Selasa,0,0,,0,0
