tanggal,curah_hujan_mm,jam_hujan,hari_hujan,suhu_mean_c,suhu_max_c,suhu_min_c,kelembapan_mean_pct,angin_max_kmh
2024-11-24,17.1,16.0,1,27.4,31.4,25.4,84,14.7
2024-11-25,3.1,8.0,1,28.2,33.7,25.0,80,10.7
2024-11-26,9.7,10.0,1,28.1,33.2,24.4,82,8.7
2024-11-27,35.2,17.0,1,27.8,32.5,24.8,86,7.0
2024-11-28,28.1,15.0,1,27.2,33.2,24.7,86,12.4
2024-11-29,11.1,4.0,1,27.6,31.7,24.6,84,6.9
2024-11-30,31.1,7.0,1,27.2,32.1,25.4,86,7.5
2024-12-01,16.6,9.0,1,27.1,31.5,25.0,87,6.7
2024-12-02,11.1,16.0,1,27.0,31.0,24.9,87,8.7
2024-12-03,9.3,7.0,1,27.7,33.1,24.2,81,10.7
2024-12-04,7.6,4.0,1,27.2,31.3,24.7,86,7.9
2024-12-05,10.4,13.0,1,27.4,32.5,24.6,84,10.8
2024-12-06,20.7,20.0,1,25.3,27.6,24.3,93,12.5
2024-12-07,4.6,6.0,1,26.9,31.9,23.8,85,14.0
2024-12-08,15.3,9.0,1,27.1,31.3,24.9,86,15.3
2024-12-09,12.0,15.0,1,27.1,31.1,25.5,84,14.4
2024-12-10,32.3,18.0,1,27.0,31.7,24.8,87,20.1
2024-12-11,18.2,14.0,1,26.7,31.2,24.5,87,10.8
2024-12-12,14.1,12.0,1,26.6,31.0,24.2,87,7.7
2024-12-13,8.3,9.0,1,27.0,31.6,24.3,84,7.1
2024-12-14,41.0,24.0,1,25.8,29.2,23.9,91,10.5
2024-12-15,39.0,15.0,1,26.5,31.0,24.6,89,12.2
2024-12-16,15.7,24.0,1,26.2,27.9,24.4,91,9.8
2024-12-17,17.1,21.0,1,26.7,30.9,24.6,88,10.1
2024-12-18,10.0,9.0,1,26.9,30.9,24.1,88,9.6
2024-12-19,5.3,8.0,1,27.9,32.4,24.2,79,15.4
2024-12-20,7.8,7.0,1,27.8,31.4,25.5,82,14.7
2024-12-21,11.0,11.0,1,27.3,31.4,25.4,84,14.5
2024-12-22,28.6,12.0,1,26.5,31.2,24.8,89,8.6
2024-12-23,17.0,8.0,1,26.6,31.7,24.2,87,11.2
2024-12-24,24.8,11.0,1,26.5,31.9,24.1,86,9.4
2024-12-25,13.6,8.0,1,26.5,31.5,24.8,88,9.6
2024-12-26,31.2,16.0,1,26.7,31.7,24.4,88,7.7
2024-12-27,6.8,8.0,1,27.8,31.1,25.5,83,13.7
2024-12-28,9.7,8.0,1,27.3,30.5,24.9,85,13.1
2024-12-29,3.6,13.0,1,26.6,28.8,25.0,86,12.4
2024-12-30,11.2,7.0,1,26.9,32.0,24.4,83,14.1
2024-12-31,21.4,10.0,1,26.8,30.9,24.6,87,12.4
2025-01-01,41.8,24.0,1,25.5,28.6,24.1,92,9.1
2025-01-02,14.8,15.0,1,25.8,29.9,24.0,91,10.1
2025-01-03,1.6,7.0,1,27.0,31.9,23.5,84,10.6
2025-01-04,11.8,10.0,1,26.6,31.3,24.0,86,7.2
2025-01-05,10.1,11.0,1,26.0,30.4,23.8,89,7.1
2025-01-06,15.8,12.0,1,26.1,30.9,23.7,88,11.1
2025-01-07,10.6,12.0,1,26.5,30.3,24.1,87,9.6
2025-01-08,10.7,12.0,1,26.6,29.5,24.2,86,16.6
2025-01-09,4.7,5.0,1,27.4,31.3,24.1,82,13.8
2025-01-10,12.8,9.0,1,27.2,31.7,24.8,85,7.1
2025-01-11,16.6,11.0,1,26.9,31.6,24.3,86,11.4
2025-01-12,33.3,14.0,1,26.2,30.9,24.4,90,7.9
2025-01-13,17.8,12.0,1,26.4,30.9,24.5,89,10.4
2025-01-14,14.3,19.0,1,26.4,30.7,23.9,87,13.9
2025-01-15,10.3,12.0,1,26.6,30.4,23.5,86,8.8
2025-01-16,14.2,12.0,1,26.6,30.8,23.7,86,12.4
2025-01-17,8.8,8.0,1,26.9,31.3,24.8,85,14.5
2025-01-18,5.6,8.0,1,26.7,30.5,24.7,87,16.3
2025-01-19,8.5,8.0,1,27.1,31.6,24.8,84,13.3
2025-01-20,14.4,18.0,1,26.2,30.4,24.8,90,14.1
2025-01-21,18.6,23.0,1,26.1,30.5,24.1,90,12.7
2025-01-22,12.6,13.0,1,26.1,30.2,23.8,89,9.4
2025-01-23,11.1,12.0,1,25.8,29.1,24.3,91,9.9
2025-01-24,10.2,5.0,1,26.5,31.2,23.4,86,7.3
2025-01-25,14.8,11.0,1,27.1,31.8,24.3,85,7.9
2025-01-26,28.3,15.0,1,26.3,31.7,24.1,90,10.3
2025-01-27,14.7,16.0,1,25.9,28.9,24.0,90,12.5
2025-01-28,5.0,8.0,1,26.3,30.3,23.9,86,11.2
2025-01-29,9.8,13.0,1,25.9,29.6,24.2,87,16.6
2025-01-30,10.7,18.0,1,25.2,27.6,24.0,89,20.2
2025-01-31,2.3,9.0,1,25.9,28.8,23.9,87,15.0
2025-02-01,2.3,12.0,1,26.9,29.6,24.4,83,17.7
2025-02-02,4.6,13.0,1,26.3,30.2,24.0,86,17.3
2025-02-03,4.9,10.0,1,26.8,30.6,24.2,85,21.7
2025-02-04,10.4,14.0,1,26.8,30.6,25.0,84,20.4
2025-02-05,10.6,15.0,1,26.5,30.8,23.2,85,19.6
2025-02-06,9.8,13.0,1,26.5,29.9,24.1,85,20.3
2025-02-07,6.0,12.0,1,26.6,30.8,24.5,86,14.8
2025-02-08,9.3,4.0,1,27.0,30.6,24.5,83,15.8
2025-02-09,14.8,4.0,1,26.9,30.6,24.8,84,18.4
2025-02-10,14.0,7.0,1,26.6,30.4,24.7,84,17.4
2025-02-11,13.0,5.0,1,27.4,31.2,24.8,82,17.9
2025-02-12,0.1,1.0,1,28.3,32.7,25.0,75,15.0
2025-02-13,7.5,8.0,1,27.2,32.5,24.9,82,12.7
2025-02-14,14.9,11.0,1,26.9,31.4,24.3,85,15.3
2025-02-15,7.0,8.0,1,26.9,31.2,23.9,85,12.2
2025-02-16,6.0,6.0,1,27.3,32.4,23.9,84,12.1
2025-02-17,13.9,13.0,1,26.0,31.0,22.9,88,13.3
2025-02-18,18.4,13.0,1,26.2,30.9,23.6,87,6.9
2025-02-19,13.7,5.0,1,26.7,31.5,23.4,84,13.0
2025-02-20,14.8,9.0,1,26.6,30.8,23.9,85,12.1
2025-02-21,3.6,10.0,1,26.8,31.5,24.8,85,14.8
2025-02-22,15.9,11.0,1,26.3,30.6,24.0,87,13.8
2025-02-23,38.7,20.0,1,25.5,28.3,23.5,90,8.4
2025-02-24,35.3,22.0,1,25.1,30.3,23.5,92,16.6
2025-02-25,13.7,9.0,1,26.1,30.5,23.3,87,7.4
2025-02-26,28.7,14.0,1,25.9,29.7,23.0,89,10.9
2025-02-27,4.5,8.0,1,26.9,31.4,24.0,86,8.8
2025-02-28,18.3,12.0,1,26.9,32.0,24.2,86,12.7
2025-03-01,0.1,1.0,1,27.4,32.3,23.3,82,8.6
2025-03-02,0.6,3.0,1,28.2,32.6,24.5,80,12.3
2025-03-03,0.0,0.0,0,28.4,32.5,24.7,80,9.0
2025-03-04,1.2,6.0,1,27.8,32.1,25.0,82,14.5
2025-03-05,0.4,4.0,1,28.9,32.6,25.8,78,10.3
2025-03-06,12.1,16.0,1,27.9,33.3,25.1,82,8.3
2025-03-07,10.8,13.0,1,26.6,31.8,24.2,85,10.3
2025-03-08,16.5,11.0,1,26.6,32.0,24.3,87,11.5
2025-03-09,15.6,19.0,1,26.8,29.9,24.4,87,12.7
2025-03-10,28.3,14.0,1,26.0,29.7,24.2,90,11.6
2025-03-11,6.1,5.0,1,27.6,31.6,24.5,85,10.2
2025-03-12,8.0,6.0,1,27.6,32.5,24.9,82,14.5
2025-03-13,12.7,9.0,1,27.0,30.9,24.1,86,9.6
2025-03-14,9.4,9.0,1,26.7,31.1,24.4,88,7.0
2025-03-15,7.1,10.0,1,26.2,30.1,24.1,89,15.1
2025-03-16,18.7,14.0,1,25.9,31.1,23.9,89,14.1
2025-03-17,14.8,19.0,1,26.0,30.0,24.0,89,15.7
2025-03-18,7.9,15.0,1,26.8,31.1,24.6,86,16.2
2025-03-19,18.3,13.0,1,27.0,31.4,23.5,84,8.5
2025-03-20,1.6,2.0,1,27.5,32.5,24.2,81,14.5
2025-03-21,2.9,4.0,1,27.9,32.2,25.1,80,16.2
2025-03-22,17.1,10.0,1,26.7,30.4,25.0,85,14.5
2025-03-23,0.3,3.0,1,27.2,31.4,24.2,81,15.1
2025-03-24,6.9,9.0,1,27.1,30.2,25.1,84,18.8
2025-03-25,11.3,7.0,1,27.6,31.2,25.1,83,17.2
2025-03-26,18.4,11.0,1,27.7,32.3,24.9,82,15.8
2025-03-27,10.5,7.0,1,27.1,31.4,24.8,86,12.6
2025-03-28,24.4,15.0,1,26.9,31.1,24.4,86,11.3
2025-03-29,25.8,18.0,1,26.6,31.0,24.3,87,12.2
2025-03-30,2.3,3.0,1,26.8,31.6,23.9,86,9.8
2025-03-31,3.6,13.0,1,27.3,32.1,24.5,84,8.5
2025-04-01,18.8,13.0,1,26.2,31.3,24.1,88,16.1
2025-04-02,14.7,15.0,1,26.3,31.3,23.4,87,8.3
2025-04-03,13.8,12.0,1,26.2,31.9,23.1,88,12.1
2025-04-04,1.0,4.0,1,26.9,31.2,23.1,82,7.2
2025-04-05,3.5,7.0,1,26.4,29.9,23.7,87,7.2
2025-04-06,0.0,0.0,0,27.6,31.2,23.9,78,8.5
2025-04-07,0.1,1.0,1,28.0,31.7,24.3,76,7.8
2025-04-08,2.7,8.0,1,27.8,32.3,23.8,80,7.0
2025-04-09,2.0,4.0,1,28.0,32.4,24.3,81,10.2
2025-04-10,9.0,13.0,1,27.5,30.5,25.3,86,9.9
2025-04-11,4.8,7.0,1,27.4,31.8,25.0,84,8.3
2025-04-12,0.8,7.0,1,27.4,31.5,25.2,84,13.9
2025-04-13,3.5,8.0,1,27.2,32.0,24.0,85,13.4
2025-04-14,10.0,10.0,1,27.0,31.0,24.5,85,10.0
2025-04-15,0.9,7.0,1,27.3,31.4,23.9,84,10.6
2025-04-16,12.4,8.0,1,27.4,32.1,24.4,85,10.5
2025-04-17,7.8,8.0,1,26.5,29.9,25.1,88,10.0
2025-04-18,15.7,10.0,1,26.2,29.1,24.4,89,15.1
2025-04-19,1.4,10.0,1,27.5,31.9,24.7,85,6.5
2025-04-20,16.6,12.0,1,26.8,31.8,23.8,87,10.3
2025-04-21,6.2,14.0,1,27.1,31.1,24.1,87,10.2
2025-04-22,3.4,7.0,1,26.6,31.5,23.6,86,11.0
2025-04-23,0.3,3.0,1,27.4,31.8,23.6,81,5.6
2025-04-24,0.1,1.0,1,28.2,32.3,24.7,78,6.3
2025-04-25,1.2,8.0,1,27.8,32.0,24.0,81,8.2
2025-04-26,2.4,12.0,1,27.4,31.5,23.5,81,6.8
2025-04-27,3.8,15.0,1,27.5,32.1,23.8,79,7.9
2025-04-28,0.2,2.0,1,28.1,32.9,23.5,73,6.6
2025-04-29,0.0,0.0,0,28.6,33.7,23.6,67,11.9
2025-04-30,0.2,2.0,1,28.9,34.3,23.7,65,8.1
2025-05-01,2.0,11.0,1,28.7,33.9,24.3,70,5.9
2025-05-02,9.7,10.0,1,27.0,28.8,25.7,87,10.3
2025-05-03,0.1,1.0,1,28.6,32.9,25.1,74,11.7
2025-05-04,4.0,8.0,1,28.3,31.7,26.2,78,14.8
2025-05-05,1.7,5.0,1,29.4,34.2,25.2,73,9.7
2025-05-06,0.4,3.0,1,28.7,34.2,25.3,77,6.4
2025-05-07,3.7,3.0,1,28.4,33.7,25.1,77,9.7
2025-05-08,5.7,5.0,1,27.8,31.6,25.7,83,9.2
2025-05-09,20.7,14.0,1,26.9,30.2,24.6,87,9.9
2025-05-10,12.9,11.0,1,27.0,30.3,24.2,86,9.3
2025-05-11,35.1,19.0,1,26.3,31.8,23.8,88,8.6
2025-05-12,14.1,14.0,1,26.3,31.2,24.5,89,10.6
2025-05-13,12.8,13.0,1,26.2,28.2,24.7,89,9.3
2025-05-14,9.6,10.0,1,26.8,29.5,25.0,87,10.6
2025-05-15,13.5,10.0,1,26.8,29.5,24.2,87,11.6
2025-05-16,8.8,13.0,1,26.7,29.2,24.5,88,10.6
2025-05-17,14.3,20.0,1,26.4,29.8,24.1,88,9.4
2025-05-18,7.3,13.0,1,26.9,30.3,24.4,86,9.4
2025-05-19,12.1,18.0,1,26.6,30.4,24.5,87,9.5
2025-05-20,0.1,1.0,1,27.1,30.5,23.5,84,7.9
2025-05-21,0.4,3.0,1,27.7,31.2,24.7,83,10.1
2025-05-22,9.5,4.0,1,27.5,31.0,23.9,83,9.8
2025-05-23,17.9,17.0,1,25.6,28.5,23.9,91,9.7
2025-05-24,4.7,12.0,1,26.6,29.4,24.7,87,9.1
2025-05-25,2.1,6.0,1,27.5,30.6,25.3,84,8.7
2025-05-26,18.8,9.0,1,26.6,30.3,24.3,87,14.6
2025-05-27,0.4,4.0,1,27.2,29.8,24.8,85,10.0
2025-05-28,0.5,3.0,1,27.9,30.5,25.4,83,7.7
2025-05-29,0.6,6.0,1,28.3,31.7,25.1,82,6.7
2025-05-30,0.7,6.0,1,28.5,32.1,25.0,81,4.9
2025-05-31,9.2,11.0,1,27.6,32.1,24.2,83,10.8
2025-06-01,4.4,9.0,1,26.7,30.6,24.1,85,9.7
2025-06-02,1.9,10.0,1,27.5,30.9,24.6,83,7.7
2025-06-03,0.2,2.0,1,28.4,32.0,25.7,79,10.0
2025-06-04,0.2,2.0,1,28.4,31.9,25.4,77,7.6
2025-06-05,0.2,2.0,1,28.5,33.4,24.0,74,5.8
2025-06-06,0.0,0.0,0,29.1,33.9,24.0,65,9.7
2025-06-07,0.0,0.0,0,29.3,33.7,25.0,68,12.6
2025-06-08,5.6,11.0,1,28.1,33.1,24.8,76,8.6
2025-06-09,2.9,6.0,1,26.8,31.2,24.1,83,9.3
2025-06-10,0.5,2.0,1,28.0,32.1,24.2,78,7.0
2025-06-11,0.4,2.0,1,28.3,32.1,24.3,74,12.2
2025-06-12,0.0,0.0,0,28.7,32.9,23.7,68,14.8
2025-06-13,1.2,4.0,1,28.1,32.0,24.8,74,11.0
2025-06-14,10.5,7.0,1,27.2,31.1,24.7,83,15.7
2025-06-15,1.0,4.0,1,27.8,30.4,25.6,84,13.2
2025-06-16,5.3,12.0,1,27.3,30.2,23.8,84,12.5
2025-06-17,3.5,7.0,1,27.3,31.3,24.0,81,9.9
2025-06-18,0.3,2.0,1,27.7,32.0,23.3,74,9.1
2025-06-19,0.0,0.0,0,27.1,31.3,23.5,70,6.9
2025-06-20,0.4,3.0,1,25.8,27.8,23.8,82,5.1
2025-06-21,1.0,6.0,1,27.8,32.2,24.2,76,9.7
2025-06-22,2.0,10.0,1,27.4,30.7,24.1,78,11.9
2025-06-23,0.0,0.0,0,28.2,32.1,24.4,70,14.1
2025-06-24,0.0,0.0,0,27.6,32.3,23.0,74,9.1
2025-06-25,0.1,1.0,1,28.1,33.5,24.2,71,5.0
2025-06-26,1.2,4.0,1,28.2,32.4,24.9,74,13.7
2025-06-27,1.3,3.0,1,28.7,32.6,24.6,70,15.1
2025-06-28,9.9,8.0,1,27.6,32.9,23.7,74,12.5
2025-06-29,2.6,4.0,1,27.7,31.4,23.6,74,12.2
2025-06-30,0.7,3.0,1,27.6,30.4,23.8,74,14.8
2025-07-01,0.0,0.0,0,28.5,32.2,24.9,70,11.6
2025-07-02,0.1,1.0,1,28.8,33.1,23.9,68,11.9
2025-07-03,5.0,10.0,1,28.0,33.1,23.7,74,10.2
2025-07-04,0.6,3.0,1,28.0,34.0,23.9,74,6.8
2025-07-05,0.1,1.0,1,27.7,32.2,23.7,72,11.6
2025-07-06,1.7,8.0,1,26.9,30.8,24.4,79,8.4
2025-07-07,2.2,3.0,1,27.0,31.8,22.8,79,12.0
2025-07-08,0.0,0.0,0,27.3,31.0,23.3,75,13.4
2025-07-09,0.0,0.0,0,27.2,33.1,22.2,68,10.1
2025-07-10,0.0,0.0,0,26.7,32.5,21.2,64,10.3
2025-07-11,0.0,0.0,0,26.9,30.9,21.3,68,11.0
2025-07-12,0.8,3.0,1,27.0,31.1,23.2,71,16.1
2025-07-13,0.1,1.0,1,28.8,31.8,26.1,69,17.3
2025-07-14,0.4,2.0,1,28.0,33.5,23.7,73,10.4
2025-07-15,0.3,3.0,1,28.0,32.7,23.0,70,9.9
2025-07-16,0.0,0.0,0,28.5,33.3,24.6,70,9.0
2025-07-17,0.0,0.0,0,28.1,32.9,23.3,65,9.3
2025-07-18,0.0,0.0,0,27.9,33.3,22.5,65,10.9
2025-07-19,0.0,0.0,0,27.5,32.7,21.8,63,10.8
2025-07-20,0.0,0.0,0,27.3,31.5,22.1,60,11.7
2025-07-21,0.0,0.0,0,27.2,32.4,21.3,60,10.6
2025-07-22,0.0,0.0,0,27.2,32.1,21.0,63,11.9
2025-07-23,0.1,1.0,1,28.0,32.5,22.7,67,11.0
2025-07-24,0.0,0.0,0,28.8,33.1,23.7,65,12.3
2025-07-25,0.0,0.0,0,28.8,33.0,24.0,66,13.8
2025-07-26,0.9,3.0,1,29.3,33.9,24.1,66,10.1
2025-07-27,2.0,5.0,1,28.7,33.3,24.9,73,12.1
2025-07-28,0.5,1.0,1,28.6,33.2,24.2,73,11.7
2025-07-29,0.1,1.0,1,28.7,33.0,24.7,70,15.3
2025-07-30,0.0,0.0,0,28.6,32.9,24.4,68,12.1
2025-07-31,0.0,0.0,0,28.5,33.3,23.3,63,12.5
2025-08-01,0.0,0.0,0,28.6,33.0,23.0,64,13.4
2025-08-02,0.0,0.0,0,29.2,33.4,23.9,65,16.5
2025-08-03,0.2,2.0,1,29.7,33.6,25.7,64,14.4
2025-08-04,1.1,4.0,1,28.7,34.0,24.3,68,10.8
2025-08-05,1.9,10.0,1,28.1,33.6,23.9,72,7.7
2025-08-06,0.0,0.0,0,28.6,34.0,23.9,67,12.0
2025-08-07,0.1,1.0,1,28.4,32.7,24.3,66,11.3
2025-08-08,0.8,3.0,1,28.7,32.6,24.6,64,10.4
2025-08-09,0.0,0.0,0,29.0,33.6,23.5,62,10.1
2025-08-10,0.2,2.0,1,29.0,33.1,25.5,66,13.7
2025-08-11,0.0,0.0,0,29.1,34.1,23.9,66,14.2
2025-08-12,1.0,4.0,1,28.5,33.0,23.9,64,13.5
2025-08-13,0.7,3.0,1,28.1,31.7,23.5,65,15.8
2025-08-14,0.0,0.0,0,28.2,32.5,23.2,61,15.8
2025-08-15,0.0,0.0,0,27.9,33.0,22.1,58,15.1
2025-08-16,0.0,0.0,0,28.2,32.5,23.0,64,16.1
2025-08-17,0.0,0.0,0,28.8,32.8,23.9,62,15.5
2025-08-18,2.6,7.0,1,28.3,32.1,25.7,70,17.2
2025-08-19,19.9,12.0,1,26.1,30.5,23.2,86,12.3
2025-08-20,4.1,7.0,1,26.2,30.8,23.1,86,7.2
2025-08-21,0.5,5.0,1,26.6,30.5,23.0,82,8.2
2025-08-22,1.2,10.0,1,26.7,30.7,23.3,82,7.8
2025-08-23,0.3,3.0,1,27.2,30.4,24.0,79,11.8
2025-08-24,0.3,3.0,1,27.3,31.1,23.4,77,9.9
2025-08-25,0.0,0.0,0,27.9,32.5,23.3,68,9.9
2025-08-26,0.0,0.0,0,27.5,33.1,22.0,66,10.8
2025-08-27,0.0,0.0,0,28.3,34.2,22.9,66,8.0
2025-08-28,0.2,2.0,1,28.4,33.1,24.3,68,12.1
2025-08-29,0.0,0.0,0,28.3,33.2,23.3,66,12.4
2025-08-30,0.0,0.0,0,28.8,33.3,24.2,61,15.4
2025-08-31,0.0,0.0,0,29.0,33.7,23.3,58,16.6
2025-09-01,0.0,0.0,0,28.6,32.3,23.8,63,17.3
2025-09-02,0.5,2.0,1,29.3,32.5,26.5,65,21.2
2025-09-03,0.0,0.0,0,29.3,32.8,26.3,64,19.4
2025-09-04,0.4,4.0,1,28.8,32.6,24.8,66,16.8
2025-09-05,0.0,0.0,0,29.3,34.6,24.5,62,13.1
2025-09-06,0.0,0.0,0,29.3,34.5,24.4,58,15.2
2025-09-07,0.0,0.0,0,29.0,34.6,23.9,56,12.8
2025-09-08,0.0,0.0,0,29.5,34.7,24.9,59,11.2
2025-09-09,1.6,4.0,1,29.4,35.5,24.8,65,15.0
2025-09-10,6.4,11.0,1,28.8,35.0,24.8,72,15.7
2025-09-11,0.0,0.0,0,28.3,32.4,24.3,73,12.3
2025-09-12,0.0,0.0,0,29.2,35.3,23.2,66,12.8
2025-09-13,0.4,1.0,1,29.6,34.3,24.4,64,14.5
2025-09-14,0.3,1.0,1,29.1,33.7,24.5,66,14.3
2025-09-15,0.0,0.0,0,29.4,34.9,24.7,63,15.4
2025-09-16,1.9,5.0,1,28.9,33.9,25.3,68,12.3
2025-09-17,1.6,8.0,1,28.2,33.9,24.3,70,11.6
2025-09-18,0.3,2.0,1,28.6,34.7,24.4,67,17.8
2025-09-19,3.4,7.0,1,29.3,33.2,24.4,66,15.1
2025-09-20,0.8,4.0,1,30.2,35.0,26.7,63,11.1
2025-09-21,0.7,3.0,1,29.6,34.5,26.2,67,11.4
2025-09-22,0.0,0.0,0,29.8,35.1,25.0,62,12.9
2025-09-23,0.0,0.0,0,30.3,37.5,24.0,60,12.6
2025-09-24,0.0,0.0,0,30.3,35.9,25.0,60,10.8
2025-09-25,0.2,2.0,1,29.8,34.0,25.8,65,13.5
2025-09-26,0.0,0.0,0,30.7,35.6,26.8,59,16.3
2025-09-27,0.1,1.0,1,30.6,35.2,26.9,59,17.5
2025-09-28,0.1,1.0,1,30.8,34.4,28.1,59,17.2
2025-09-29,6.0,6.0,1,30.0,35.1,25.0,64,13.8
2025-09-30,11.0,11.0,1,26.5,30.2,24.4,85,10.6
2025-10-01,15.9,12.0,1,27.6,30.9,24.4,82,13.8
2025-10-02,0.0,0.0,0,29.1,33.6,24.9,74,8.8
2025-10-03,0.0,0.0,0,30.2,36.4,24.6,63,11.6
2025-10-04,0.0,0.0,0,29.7,35.9,23.8,60,15.5
2025-10-05,0.0,0.0,0,30.1,34.7,25.5,61,14.3
2025-10-06,0.9,3.0,1,29.9,34.4,25.8,63,13.6
2025-10-07,0.7,1.0,1,30.7,37.0,26.2,62,14.4
2025-10-08,0.0,0.0,0,30.6,37.5,24.8,60,14.3
2025-10-09,0.3,3.0,1,30.6,36.2,24.6,56,13.7
2025-10-10,0.0,0.0,0,30.5,35.7,25.5,56,15.4
2025-10-11,0.0,0.0,0,30.3,34.7,24.6,60,13.9
2025-10-12,0.3,2.0,1,30.7,34.9,26.1,62,14.7
2025-10-13,2.2,3.0,1,30.8,36.0,26.5,63,13.0
2025-10-14,0.7,2.0,1,31.0,35.8,26.8,62,14.0
2025-10-15,1.9,10.0,1,30.7,36.0,26.3,65,13.7
2025-10-16,0.0,0.0,0,30.9,35.5,26.0,62,17.0
2025-10-17,0.0,0.0,0,30.9,35.6,25.6,62,14.4
2025-10-18,0.4,1.0,1,31.6,37.2,26.4,57,14.8
2025-10-19,1.6,7.0,1,30.8,35.7,26.7,66,10.6
2025-10-20,7.8,11.0,1,28.6,32.6,25.3,78,14.4
2025-10-21,42.4,23.0,1,26.5,29.8,24.9,88,12.1
2025-10-22,6.6,11.0,1,26.8,31.6,24.6,87,8.2
2025-10-23,0.3,3.0,1,27.6,32.7,24.4,82,9.5
2025-10-24,2.7,7.0,1,27.2,32.7,24.3,83,9.1
2025-10-25,0.1,1.0,1,27.9,32.8,24.0,78,7.3
2025-10-26,5.0,11.0,1,27.7,33.3,24.1,80,11.0
2025-10-27,0.5,1.0,1,27.8,32.7,23.7,79,8.2
2025-10-28,14.0,18.0,1,27.4,31.5,24.6,83,9.1
2025-10-29,6.6,16.0,1,27.3,32.1,24.6,83,8.2
2025-10-30,7.5,13.0,1,26.9,31.1,23.9,85,7.4
2025-10-31,7.2,7.0,1,27.1,31.4,24.2,85,11.1
2025-11-01,19.0,14.0,1,26.9,31.9,23.4,86,12.3
2025-11-02,8.4,11.0,1,27.6,31.6,25.3,84,10.4
2025-11-03,14.7,10.0,1,27.0,30.7,24.2,84,10.2
2025-11-04,5.6,9.0,1,27.2,31.7,24.1,85,11.4
2025-11-05,46.0,22.0,1,26.2,31.0,24.3,90,11.4
2025-11-06,17.9,9.0,1,27.1,31.4,24.3,84,16.7
2025-11-07,12.5,7.0,1,27.5,32.4,24.0,83,8.3
2025-11-08,16.0,9.0,1,27.7,31.6,25.6,83,10.3
2025-11-09,6.5,8.0,1,27.2,30.7,24.1,83,8.0
2025-11-10,23.9,17.0,1,27.2,32.0,24.9,86,5.4
2025-11-11,26.4,22.0,1,26.1,30.9,24.2,88,9.1
2025-11-12,13.4,20.0,1,25.8,29.4,23.8,89,8.5
2025-11-13,0.7,4.0,1,26.4,31.1,23.6,84,12.4
2025-11-14,17.6,11.0,1,26.6,31.2,24.0,85,11.5
2025-11-15,16.8,8.0,1,26.9,31.3,24.3,86,14.7
2025-11-16,4.8,6.0,1,27.6,32.0,24.4,82,8.9
2025-11-17,10.8,13.0,1,26.7,30.1,24.7,88,6.5
2025-11-18,11.2,6.0,1,26.9,32.2,24.2,86,7.2
2025-11-19,8.0,12.0,1,26.8,31.9,24.4,86,9.2
2025-11-20,13.0,13.0,1,27.0,30.8,24.5,85,7.7
2025-11-21,19.0,22.0,1,26.5,29.8,24.0,88,10.3
2025-11-22,18.6,18.0,1,26.8,30.3,24.0,88,9.5
2025-11-23,21.9,20.0,1,26.7,31.8,24.2,86,7.6
2025-11-24,8.8,5.0,1,27.2,31.3,24.2,84,7.4
2025-11-25,0.8,3.0,1,28.5,33.4,24.6,78,6.8
2025-11-26,6.6,8.0,1,28.1,33.1,25.0,82,10.7
2025-11-27,1.0,6.0,1,27.8,32.1,24.1,80,7.5
2025-11-28,17.3,4.0,1,27.6,31.8,24.8,82,10.8
2025-11-29,24.2,7.0,1,27.2,32.4,24.3,84,10.1
2025-11-30,1.2,5.0,1,27.6,31.0,23.8,80,10.1
2025-12-01,3.2,6.0,1,28.0,32.5,24.1,80,7.6
2025-12-02,9.7,12.0,1,27.2,31.9,24.3,83,9.4
2025-12-03,1.1,8.0,1,27.5,31.0,24.7,84,11.8
2025-12-04,6.5,13.0,1,26.7,30.8,24.3,85,8.6
2025-12-05,15.6,6.0,1,26.6,32.6,23.8,85,6.2
2025-12-06,8.6,10.0,1,26.4,30.6,23.8,86,6.4
2025-12-07,12.0,9.0,1,27.0,31.0,24.0,86,8.6
2025-12-08,20.6,8.0,1,27.1,31.3,24.9,86,7.9
2025-12-09,18.4,9.0,1,26.1,31.1,23.7,87,9.3
2025-12-10,6.4,10.0,1,27.1,31.8,23.7,84,9.4
2025-12-11,4.9,12.0,1,27.6,31.9,24.9,82,7.1
2025-12-12,0.0,0.0,0,28.1,33.0,24.3,76,7.8
2025-12-13,1.1,4.0,1,28.2,31.7,25.4,77,12.9
2025-12-14,24.1,16.0,1,26.5,31.7,24.2,85,15.5
2025-12-15,3.5,8.0,1,27.7,32.8,24.2,81,13.1
2025-12-16,0.1,1.0,1,28.5,33.2,24.5,72,11.9
2025-12-17,0.2,1.0,1,29.2,34.0,24.7,71,7.0
2025-12-18,19.3,16.0,1,26.7,31.8,24.3,85,12.4
2025-12-19,1.2,7.0,1,26.7,29.8,24.5,85,7.6
2025-12-20,24.9,13.0,1,26.2,32.1,23.3,87,9.1
2025-12-21,30.0,15.0,1,26.8,32.2,23.6,85,10.7
2025-12-22,14.4,8.0,1,27.0,31.2,24.2,86,12.4
2025-12-23,9.9,7.0,1,27.6,32.3,24.5,82,10.8
2025-12-24,4.7,10.0,1,27.5,32.5,24.5,82,12.1
2025-12-25,3.4,11.0,1,27.9,33.0,24.5,80,10.6
