tanggal,curah_hujan_mm,jam_hujan,hari_hujan,suhu_mean_c,suhu_max_c,suhu_min_c,kelembapan_mean_pct,angin_max_kmh
2023-10-24,0.6,3.0,1,30.3,36.1,25.7,63,16.8
2023-10-25,0.0,0.0,0,30.1,36.3,24.7,62,21.6
2023-10-26,0.0,0.0,0,31.1,37.9,24.7,59,19.0
2023-10-27,0.0,0.0,0,30.7,37.2,24.8,60,19.0
2023-10-28,0.0,0.0,0,30.4,36.9,23.8,59,24.8
2023-10-29,0.2,1.0,1,30.1,35.8,23.9,64,20.0
2023-10-30,1.8,2.0,1,29.9,35.7,25.1,66,18.0
2023-10-31,1.0,1.0,1,29.8,36.0,24.2,67,17.0
2023-11-01,0.0,0.0,0,30.7,37.0,24.8,63,17.8
2023-11-02,0.1,1.0,1,30.8,36.0,26.2,62,25.0
2023-11-03,2.2,9.0,1,29.7,34.7,25.6,71,17.1
2023-11-04,1.5,5.0,1,28.6,34.5,24.9,75,16.6
2023-11-05,1.0,4.0,1,29.7,34.4,25.6,70,16.3
2023-11-06,0.1,1.0,1,30.3,37.0,25.0,65,19.7
2023-11-07,0.0,0.0,0,30.2,36.0,24.0,64,17.6
2023-11-08,0.0,0.0,0,30.9,36.8,24.8,61,13.8
2023-11-09,2.6,4.0,1,30.5,36.5,26.2,65,12.5
2023-11-10,1.0,4.0,1,30.1,37.7,25.4,66,14.8
2023-11-11,0.2,2.0,1,30.3,37.0,24.7,65,14.9
2023-11-12,0.7,4.0,1,30.5,36.2,24.7,62,15.0
2023-11-13,0.6,1.0,1,30.8,36.8,25.6,63,13.8
2023-11-14,1.2,7.0,1,30.3,36.5,26.4,70,13.0
2023-11-15,2.0,8.0,1,30.2,36.3,26.2,72,11.6
2023-11-16,7.0,6.0,1,29.4,36.5,25.4,75,14.3
2023-11-17,2.6,9.0,1,28.8,34.3,25.3,75,11.7
2023-11-18,0.0,0.0,0,30.1,36.7,24.0,67,11.1
2023-11-19,0.0,0.0,0,30.8,37.0,24.9,60,16.2
2023-11-20,0.8,4.0,1,30.7,37.3,25.2,65,20.3
2023-11-21,0.1,1.0,1,30.3,36.1,24.6,66,18.9
2023-11-22,0.0,0.0,0,31.0,36.3,25.4,62,21.8
2023-11-23,0.0,0.0,0,31.4,36.9,26.8,60,16.0
2023-11-24,1.2,6.0,1,29.8,36.0,26.3,72,16.3
2023-11-25,12.1,14.0,1,27.6,32.1,24.5,82,13.8
2023-11-26,1.0,4.0,1,28.6,35.5,23.9,75,12.8
2023-11-27,19.7,10.0,1,27.5,33.7,24.5,82,10.8
2023-11-28,12.0,8.0,1,26.9,31.6,23.6,84,9.0
2023-11-29,2.4,8.0,1,28.0,32.0,24.2,80,11.9
2023-11-30,2.0,5.0,1,28.5,33.8,24.9,79,14.3
2023-12-01,7.3,11.0,1,27.0,30.6,24.8,86,9.7
2023-12-02,8.8,6.0,1,27.2,32.5,24.2,84,18.9
2023-12-03,4.2,8.0,1,28.1,32.6,24.1,78,9.8
2023-12-04,0.6,6.0,1,27.7,32.3,24.4,80,13.0
2023-12-05,0.9,3.0,1,28.5,34.0,24.2,76,11.2
2023-12-06,14.7,11.0,1,28.3,34.0,24.3,79,13.5
2023-12-07,18.8,10.0,1,27.8,36.0,23.9,80,14.2
2023-12-08,16.6,8.0,1,27.7,34.0,24.0,82,9.7
2023-12-09,11.5,10.0,1,27.7,31.5,24.6,85,9.4
2023-12-10,26.0,13.0,1,26.7,31.4,24.9,87,14.5
2023-12-11,2.7,5.0,1,28.5,33.8,24.1,78,9.4
2023-12-12,1.1,1.0,1,28.6,34.3,23.7,73,8.7
2023-12-13,19.2,11.0,1,27.8,33.4,24.9,82,12.8
2023-12-14,13.6,12.0,1,27.3,32.1,23.8,84,10.5
2023-12-15,8.3,7.0,1,27.5,32.5,24.8,85,9.5
2023-12-16,1.2,8.0,1,28.5,34.0,24.1,76,11.3
2023-12-17,0.8,6.0,1,28.9,34.1,24.3,73,13.7
2023-12-18,0.2,2.0,1,28.9,33.8,23.9,72,11.4
2023-12-19,0.0,0.0,0,29.7,34.8,24.3,63,10.5
2023-12-20,0.0,0.0,0,29.6,35.1,23.6,57,9.5
2023-12-21,1.3,9.0,1,29.5,34.4,24.4,65,12.3
2023-12-22,3.9,9.0,1,28.7,33.6,25.0,75,10.9
2023-12-23,8.7,3.0,1,29.5,35.8,24.3,71,11.6
2023-12-24,2.8,8.0,1,29.1,34.7,24.1,74,13.8
2023-12-25,19.7,10.0,1,27.6,32.6,24.6,80,14.5
2023-12-26,0.4,4.0,1,28.0,33.1,23.7,80,7.7
2023-12-27,1.5,8.0,1,28.8,33.8,25.1,78,9.0
2023-12-28,6.4,16.0,1,28.5,33.3,25.1,80,13.8
2023-12-29,5.1,7.0,1,29.2,34.6,25.1,78,12.6
2023-12-30,26.8,19.0,1,27.9,32.5,24.7,83,11.9
2023-12-31,1.7,7.0,1,28.7,34.3,24.4,79,17.8
2024-01-01,14.8,19.0,1,27.9,32.0,25.0,83,11.2
2024-01-02,8.1,10.0,1,27.9,33.3,24.5,82,15.3
2024-01-03,16.5,17.0,1,27.0,30.5,24.6,87,13.6
2024-01-04,18.7,13.0,1,27.0,32.0,24.2,86,11.6
2024-01-05,0.9,7.0,1,26.9,30.7,23.6,85,10.8
2024-01-06,23.1,22.0,1,26.8,30.1,25.2,89,11.2
2024-01-07,19.9,15.0,1,26.3,29.9,24.8,91,13.5
2024-01-08,14.3,10.0,1,26.7,31.5,24.0,88,15.0
2024-01-09,9.4,8.0,1,27.2,32.3,24.0,87,8.9
2024-01-10,22.1,19.0,1,27.4,32.5,24.4,85,11.0
2024-01-11,20.6,9.0,1,27.3,33.5,24.4,85,13.8
2024-01-12,0.0,0.0,0,28.6,33.9,24.2,77,7.0
2024-01-13,0.3,3.0,1,28.9,34.0,23.1,72,8.0
2024-01-14,0.1,1.0,1,29.2,33.6,24.9,70,9.5
2024-01-15,16.2,10.0,1,27.5,33.8,24.9,83,14.1
2024-01-16,11.2,14.0,1,27.1,32.7,24.6,86,12.2
2024-01-17,9.8,14.0,1,26.4,30.4,24.0,87,14.1
2024-01-18,3.3,12.0,1,27.6,33.4,23.9,84,13.4
2024-01-19,11.7,10.0,1,26.4,31.4,24.3,88,17.9
2024-01-20,2.6,10.0,1,27.5,32.3,23.7,79,19.8
2024-01-21,1.9,5.0,1,27.6,33.5,24.5,77,19.0
2024-01-22,5.2,6.0,1,27.1,31.3,24.7,82,17.6
2024-01-23,1.9,4.0,1,28.0,32.8,25.0,78,16.2
2024-01-24,28.5,9.0,1,27.0,32.3,24.3,81,17.0
2024-01-25,10.4,9.0,1,27.0,31.4,23.7,85,18.5
2024-01-26,12.1,13.0,1,26.7,31.6,23.8,87,18.2
2024-01-27,6.7,10.0,1,27.0,31.5,24.1,85,14.5
2024-01-28,7.7,12.0,1,26.8,31.9,23.4,86,18.6
2024-01-29,23.5,17.0,1,26.1,32.4,24.0,89,13.5
2024-01-30,31.4,10.0,1,26.4,31.4,23.5,89,10.9
2024-01-31,17.5,14.0,1,26.8,32.8,23.7,87,11.3
2024-02-01,13.2,9.0,1,27.1,32.6,24.5,86,8.7
2024-02-02,10.6,9.0,1,26.6,32.0,23.6,88,9.8
2024-02-03,12.7,14.0,1,26.3,30.4,24.3,90,17.6
2024-02-04,14.2,16.0,1,26.3,32.0,24.5,88,12.1
2024-02-05,18.1,13.0,1,26.8,31.5,23.8,85,16.8
2024-02-06,37.3,15.0,1,26.1,31.1,23.7,90,14.0
2024-02-07,5.9,11.0,1,26.3,30.1,24.2,88,12.9
2024-02-08,6.8,8.0,1,26.2,31.4,23.2,88,12.4
2024-02-09,14.7,9.0,1,27.4,32.4,23.6,83,8.4
2024-02-10,28.3,22.0,1,25.7,30.5,23.8,90,12.0
2024-02-11,10.8,10.0,1,26.5,31.9,23.9,89,11.9
2024-02-12,14.1,10.0,1,27.0,32.5,24.1,86,13.7
2024-02-13,10.6,8.0,1,27.2,32.4,23.9,87,6.2
2024-02-14,14.1,14.0,1,27.0,31.4,24.4,89,7.0
2024-02-15,3.8,11.0,1,27.7,32.0,24.7,88,9.2
2024-02-16,8.7,10.0,1,27.8,33.4,24.6,84,11.3
2024-02-17,11.1,11.0,1,27.1,32.2,24.3,87,9.3
2024-02-18,6.2,9.0,1,27.0,31.5,23.8,86,9.0
2024-02-19,3.9,11.0,1,27.5,31.6,24.1,86,9.8
2024-02-20,9.7,12.0,1,27.8,32.2,24.5,86,13.3
2024-02-21,15.6,12.0,1,27.1,33.2,24.3,87,10.4
2024-02-22,2.9,5.0,1,28.0,32.9,24.6,83,16.3
2024-02-23,23.3,14.0,1,27.1,30.9,24.8,88,16.0
2024-02-24,21.6,14.0,1,26.9,30.5,24.6,89,12.2
2024-02-25,19.6,16.0,1,26.2,29.6,24.9,90,14.2
2024-02-26,11.2,7.0,1,26.8,31.8,24.5,87,16.2
2024-02-27,8.5,15.0,1,27.3,31.3,24.6,87,5.4
2024-02-28,7.8,14.0,1,26.9,30.5,24.7,88,11.8
2024-02-29,9.6,7.0,1,27.4,31.9,24.6,88,7.9
2024-03-01,11.7,13.0,1,27.2,32.1,24.9,88,13.7
2024-03-02,7.7,11.0,1,27.2,31.0,24.1,88,12.5
2024-03-03,12.3,13.0,1,27.3,32.3,24.9,87,14.4
2024-03-04,15.2,10.0,1,27.1,31.6,24.4,89,6.9
2024-03-05,26.8,20.0,1,27.4,31.5,25.0,87,10.2
2024-03-06,7.1,12.0,1,27.3,32.0,24.2,87,14.8
2024-03-07,24.5,19.0,1,26.9,31.5,24.4,90,10.4
2024-03-08,24.0,16.0,1,27.0,31.7,24.9,90,12.8
2024-03-09,18.4,17.0,1,26.1,28.8,24.6,91,18.7
2024-03-10,0.2,2.0,1,26.6,29.5,24.3,84,16.3
2024-03-11,7.6,13.0,1,26.7,31.2,24.6,89,16.6
2024-03-12,21.1,17.0,1,26.4,29.1,24.0,88,19.5
2024-03-13,23.0,14.0,1,26.2,29.1,24.9,88,20.5
2024-03-14,15.2,21.0,1,26.0,29.1,24.4,90,18.1
2024-03-15,28.5,19.0,1,26.2,30.7,24.3,89,21.2
2024-03-16,2.6,9.0,1,26.7,30.8,24.4,86,21.1
2024-03-17,4.0,9.0,1,26.5,30.7,23.9,86,17.5
2024-03-18,0.8,5.0,1,27.4,31.1,24.5,81,18.2
2024-03-19,0.4,2.0,1,28.0,33.1,24.1,79,14.4
2024-03-20,1.6,6.0,1,27.1,32.1,22.9,81,14.3
2024-03-21,7.9,11.0,1,26.9,32.3,23.7,85,11.8
2024-03-22,1.4,3.0,1,27.5,32.2,23.6,83,9.7
2024-03-23,0.9,5.0,1,28.3,32.4,24.5,81,11.0
2024-03-24,0.9,5.0,1,28.1,32.5,24.5,83,9.8
2024-03-25,0.8,4.0,1,28.0,32.7,24.7,81,20.4
2024-03-26,0.1,1.0,1,28.5,32.4,24.3,77,13.0
2024-03-27,3.5,2.0,1,28.3,33.6,24.4,78,9.4
2024-03-28,18.9,11.0,1,27.0,32.2,24.5,86,13.3
2024-03-29,2.5,6.0,1,27.8,31.7,23.9,82,14.0
2024-03-30,1.2,6.0,1,29.0,32.8,25.2,77,14.6
2024-03-31,2.1,7.0,1,29.0,33.7,25.1,78,8.7
2024-04-01,10.7,10.0,1,27.9,33.0,25.3,84,13.3
2024-04-02,4.5,9.0,1,27.8,31.8,24.8,85,12.7
2024-04-03,0.8,4.0,1,28.9,33.1,24.8,81,8.5
2024-04-04,8.6,13.0,1,28.1,33.4,24.9,82,10.0
2024-04-05,7.4,16.0,1,27.5,32.6,24.3,85,9.4
2024-04-06,0.4,2.0,1,28.6,34.3,24.4,79,10.6
2024-04-07,3.5,11.0,1,28.1,32.5,25.2,84,8.6
2024-04-08,11.3,12.0,1,27.9,32.6,24.7,84,9.8
2024-04-09,23.5,16.0,1,26.4,30.7,24.4,90,10.9
2024-04-10,18.7,13.0,1,27.0,31.5,24.1,87,9.8
2024-04-11,24.5,22.0,1,26.4,30.2,24.3,90,9.7
2024-04-12,4.3,9.0,1,27.4,31.7,24.5,86,13.0
2024-04-13,2.7,12.0,1,27.6,32.0,25.1,85,14.9
2024-04-14,1.1,7.0,1,27.9,31.7,25.2,85,15.0
2024-04-15,3.0,12.0,1,27.8,32.1,24.8,84,11.6
2024-04-16,0.0,0.0,0,28.8,32.4,25.2,79,14.7
2024-04-17,18.8,17.0,1,27.7,30.7,25.3,85,14.5
2024-04-18,3.5,10.0,1,27.3,31.0,24.9,86,10.5
2024-04-19,3.1,7.0,1,27.6,31.9,24.3,85,13.3
2024-04-20,1.2,4.0,1,28.5,32.7,24.6,82,14.9
2024-04-21,12.5,15.0,1,27.7,32.2,25.7,87,11.3
2024-04-22,1.6,8.0,1,28.0,31.5,24.6,83,19.1
2024-04-23,25.2,21.0,1,27.2,30.1,25.0,88,11.1
2024-04-24,26.7,17.0,1,26.4,29.3,24.8,91,13.1
2024-04-25,7.6,13.0,1,26.5,28.8,25.2,90,11.0
2024-04-26,1.9,10.0,1,28.0,30.8,25.8,85,15.7
2024-04-27,1.3,4.0,1,29.0,31.8,26.1,80,15.9
2024-04-28,1.0,3.0,1,28.8,32.6,25.2,82,14.2
2024-04-29,0.2,2.0,1,28.9,32.2,25.2,78,13.2
2024-04-30,0.0,0.0,0,29.0,32.5,25.3,75,17.6
2024-05-01,0.0,0.0,0,28.8,32.1,24.9,78,14.9
2024-05-02,0.3,2.0,1,28.9,33.0,24.9,79,14.1
2024-05-03,0.0,0.0,0,28.7,33.0,24.3,77,14.8
2024-05-04,1.4,6.0,1,28.2,32.5,25.2,79,10.4
2024-05-05,0.0,0.0,0,28.0,32.6,23.5,71,8.8
2024-05-06,0.0,0.0,0,27.8,32.9,22.9,70,14.8
2024-05-07,0.0,0.0,0,28.5,33.1,23.6,72,12.7
2024-05-08,0.1,1.0,1,28.8,33.1,24.9,74,11.9
2024-05-09,0.0,0.0,0,28.9,33.1,24.6,75,15.2
2024-05-10,0.0,0.0,0,29.1,32.6,24.6,74,17.7
2024-05-11,2.3,3.0,1,29.6,32.8,26.7,73,17.1
2024-05-12,0.0,0.0,0,29.4,33.4,25.0,71,18.8
2024-05-13,0.0,0.0,0,28.9,33.5,23.7,72,14.5
2024-05-14,0.9,1.0,1,28.8,33.0,24.6,75,14.1
2024-05-15,0.0,0.0,0,28.8,33.1,23.8,71,14.3
2024-05-16,0.0,0.0,0,28.9,33.5,23.7,70,13.4
2024-05-17,0.0,0.0,0,28.8,32.7,24.2,74,18.8
2024-05-18,0.2,1.0,1,28.8,32.9,24.0,73,16.1
2024-05-19,0.0,0.0,0,28.9,33.0,24.5,68,17.9
2024-05-20,0.0,0.0,0,28.9,33.2,23.7,68,17.6
2024-05-21,0.0,0.0,0,28.8,33.0,23.8,69,15.2
2024-05-22,0.1,1.0,1,29.1,33.4,24.3,70,13.5
2024-05-23,0.0,0.0,0,29.5,33.7,24.7,68,13.8
2024-05-24,1.6,6.0,1,29.2,33.5,25.4,74,12.6
2024-05-25,0.0,0.0,0,29.2,34.2,25.2,75,15.1
2024-05-26,0.0,0.0,0,29.3,34.0,24.6,72,14.8
2024-05-27,0.0,0.0,0,29.1,33.4,24.7,72,14.9
2024-05-28,0.5,4.0,1,29.1,32.8,25.1,74,14.8
2024-05-29,2.2,6.0,1,29.1,32.8,26.4,75,12.8
2024-05-30,0.1,1.0,1,29.3,33.8,24.7,72,18.0
2024-05-31,0.0,0.0,0,29.7,33.6,25.0,70,15.5
2024-06-01,0.0,0.0,0,30.1,34.4,25.2,69,14.8
2024-06-02,4.4,7.0,1,28.4,34.3,25.0,79,10.0
2024-06-03,3.2,8.0,1,28.9,34.6,24.8,77,10.3
2024-06-04,0.0,0.0,0,28.9,34.1,24.6,72,13.8
2024-06-05,0.0,0.0,0,29.1,34.0,23.9,70,14.8
2024-06-06,0.0,0.0,0,28.6,33.5,23.3,70,14.4
2024-06-07,2.1,7.0,1,28.3,32.7,23.6,73,14.1
2024-06-08,0.5,5.0,1,28.7,32.4,24.8,72,13.0
2024-06-09,4.0,10.0,1,28.4,31.9,24.7,77,13.7
2024-06-10,0.1,1.0,1,28.9,33.0,24.8,74,15.9
2024-06-11,0.4,4.0,1,29.2,33.0,26.3,71,17.8
2024-06-12,4.3,12.0,1,28.2,33.7,24.6,78,12.3
2024-06-13,3.7,5.0,1,27.4,31.6,24.2,81,10.9
2024-06-14,4.0,8.0,1,27.9,32.0,25.1,78,10.0
2024-06-15,4.2,4.0,1,27.4,31.7,24.8,81,11.4
2024-06-16,0.1,1.0,1,27.7,32.3,23.2,77,15.3
2024-06-17,0.9,3.0,1,28.5,32.2,23.6,73,17.8
2024-06-18,0.0,0.0,0,28.6,31.6,25.4,65,25.2
2024-06-19,0.0,0.0,0,27.7,32.2,21.8,67,18.7
2024-06-20,0.1,1.0,1,27.4,32.0,22.2,65,17.8
2024-06-21,0.0,0.0,0,27.4,31.9,21.9,67,17.0
2024-06-22,0.0,0.0,0,27.8,32.9,21.8,66,16.0
2024-06-23,0.0,0.0,0,28.1,32.6,23.0,68,20.3
2024-06-24,1.0,6.0,1,28.0,32.3,24.3,72,14.9
2024-06-25,0.0,0.0,0,28.4,32.5,23.8,70,14.8
2024-06-26,0.0,0.0,0,28.7,32.7,24.2,70,16.2
2024-06-27,2.7,7.0,1,28.7,32.3,26.2,73,12.3
2024-06-28,1.8,7.0,1,28.2,32.6,24.3,76,12.9
2024-06-29,0.5,5.0,1,28.8,32.9,24.4,71,15.3
2024-06-30,0.0,0.0,0,28.9,34.2,23.9,70,14.8
2024-07-01,0.0,0.0,0,29.0,33.6,24.6,66,16.7
2024-07-02,1.6,7.0,1,27.9,33.0,23.7,75,11.6
2024-07-03,0.4,3.0,1,27.7,31.7,24.0,78,17.4
2024-07-04,2.4,9.0,1,27.8,31.7,24.3,76,17.5
2024-07-05,0.1,1.0,1,27.7,31.9,23.2,71,16.4
2024-07-06,0.1,1.0,1,28.0,31.8,23.6,69,17.4
2024-07-07,1.1,2.0,1,27.7,32.7,23.8,75,10.9
2024-07-08,0.0,0.0,0,28.1,32.5,23.9,69,16.0
2024-07-09,0.0,0.0,0,28.0,32.8,22.9,68,15.1
2024-07-10,0.0,0.0,0,28.3,33.4,22.7,67,17.3
2024-07-11,0.0,0.0,0,28.0,33.6,22.6,65,24.1
2024-07-12,0.0,0.0,0,27.4,32.4,21.9,62,16.7
2024-07-13,0.0,0.0,0,27.0,32.3,21.7,65,18.5
2024-07-14,0.0,0.0,0,26.5,31.5,19.9,61,19.9
2024-07-15,0.0,0.0,0,26.8,32.3,20.8,61,16.5
2024-07-16,0.0,0.0,0,27.3,32.8,21.6,63,17.3
2024-07-17,0.0,0.0,0,27.2,31.4,21.4,65,22.0
2024-07-18,0.0,0.0,0,27.7,32.0,22.6,66,17.3
2024-07-19,0.0,0.0,0,27.8,32.8,22.4,66,20.2
2024-07-20,0.0,0.0,0,27.5,32.1,22.3,67,17.6
2024-07-21,0.0,0.0,0,27.8,32.2,22.6,63,17.0
2024-07-22,0.0,0.0,0,27.6,32.6,22.0,63,16.1
2024-07-23,0.0,0.0,0,27.9,33.5,22.6,66,15.9
2024-07-24,0.0,0.0,0,28.2,33.7,23.0,67,13.7
2024-07-25,0.0,0.0,0,28.0,33.3,22.5,64,15.9
2024-07-26,0.0,0.0,0,28.1,33.4,22.5,64,17.5
2024-07-27,0.0,0.0,0,28.3,33.4,22.7,65,14.7
2024-07-28,0.0,0.0,0,28.1,34.2,22.5,67,18.6
2024-07-29,0.0,0.0,0,27.8,33.5,21.3,67,16.2
2024-07-30,0.0,0.0,0,28.2,33.2,22.9,68,19.4
2024-07-31,0.1,1.0,1,28.4,33.1,23.9,70,18.2
2024-08-01,0.4,3.0,1,28.4,32.2,25.0,72,20.8
2024-08-02,2.9,10.0,1,27.9,32.1,24.5,75,18.6
2024-08-03,0.0,0.0,0,28.4,33.1,23.5,69,16.9
2024-08-04,0.2,2.0,1,28.4,33.4,23.5,66,18.7
2024-08-05,0.0,0.0,0,27.9,33.6,22.0,63,17.5
2024-08-06,0.0,0.0,0,28.2,33.7,22.2,64,16.7
2024-08-07,0.0,0.0,0,28.1,33.3,23.1,67,17.7
2024-08-08,0.0,0.0,0,28.7,33.3,24.0,66,20.9
2024-08-09,0.0,0.0,0,28.6,33.4,24.0,66,18.4
2024-08-10,0.0,0.0,0,28.5,33.0,23.6,64,19.2
2024-08-11,0.0,0.0,0,27.7,32.6,22.1,59,20.4
2024-08-12,0.0,0.0,0,26.9,32.3,20.4,57,16.5
2024-08-13,0.0,0.0,0,27.7,33.7,21.6,62,21.5
2024-08-14,0.0,0.0,0,27.6,32.8,21.5,66,20.9
2024-08-15,0.0,0.0,0,27.5,32.7,22.2,65,22.7
2024-08-16,0.0,0.0,0,27.4,32.6,21.3,64,17.8
2024-08-17,0.0,0.0,0,27.7,32.8,22.0,63,16.6
2024-08-18,0.0,0.0,0,27.9,33.4,22.4,65,17.9
2024-08-19,0.0,0.0,0,27.5,33.7,21.2,65,18.4
2024-08-20,0.0,0.0,0,27.6,33.0,21.6,64,14.8
2024-08-21,0.0,0.0,0,28.0,33.5,22.2,64,17.2
2024-08-22,0.0,0.0,0,28.4,35.1,22.2,66,16.3
2024-08-23,0.0,0.0,0,28.5,34.0,23.0,61,16.6
2024-08-24,0.0,0.0,0,28.4,34.5,22.4,63,17.7
2024-08-25,0.0,0.0,0,28.4,34.6,22.9,63,20.2
2024-08-26,0.0,0.0,0,29.1,35.2,23.4,62,21.7
2024-08-27,0.0,0.0,0,28.7,35.5,22.4,56,20.2
2024-08-28,0.0,0.0,0,28.2,34.3,22.2,61,17.3
2024-08-29,0.0,0.0,0,28.5,33.8,22.6,64,20.6
2024-08-30,0.0,0.0,0,28.3,33.8,22.2,60,15.8
2024-08-31,0.0,0.0,0,28.7,34.8,23.3,62,19.2
2024-09-01,0.0,0.0,0,29.3,34.9,23.9,62,18.3
2024-09-02,0.0,0.0,0,28.9,33.7,24.3,64,17.7
2024-09-03,0.0,0.0,0,29.0,34.6,23.4,61,23.6
2024-09-04,0.0,0.0,0,29.0,34.0,23.7,63,20.7
2024-09-05,0.0,0.0,0,29.6,35.5,23.9,63,18.0
2024-09-06,0.0,0.0,0,29.1,33.9,23.9,62,20.9
2024-09-07,0.0,0.0,0,29.0,34.2,23.4,63,21.9
2024-09-08,0.0,0.0,0,29.3,33.8,24.9,63,22.6
2024-09-09,0.0,0.0,0,29.6,35.4,23.8,62,19.7
2024-09-10,2.2,13.0,1,28.8,34.0,24.9,70,16.1
2024-09-11,0.0,0.0,0,29.4,35.5,24.2,67,18.8
2024-09-12,0.0,0.0,0,29.0,34.1,23.2,63,18.5
2024-09-13,0.0,0.0,0,29.0,35.0,22.6,60,22.9
2024-09-14,0.0,0.0,0,29.1,34.3,22.9,58,17.0
2024-09-15,0.0,0.0,0,29.1,34.4,23.0,58,16.0
2024-09-16,0.2,2.0,1,29.1,35.1,23.6,58,18.8
2024-09-17,0.0,0.0,0,29.2,35.2,22.6,52,19.2
2024-09-18,0.0,0.0,0,29.0,35.1,22.7,52,19.8
2024-09-19,0.0,0.0,0,29.4,36.8,22.0,58,14.4
2024-09-20,0.0,0.0,0,29.3,34.3,25.1,64,17.1
2024-09-21,0.0,0.0,0,29.6,34.4,25.6,66,16.3
2024-09-22,1.7,7.0,1,29.5,34.8,25.9,73,18.7
2024-09-23,6.3,8.0,1,28.4,34.2,25.3,76,14.5
2024-09-24,6.2,7.0,1,29.1,34.1,25.6,71,15.1
2024-09-25,0.1,1.0,1,28.6,34.7,24.8,74,12.0
2024-09-26,6.5,7.0,1,28.4,35.0,24.7,76,11.4
2024-09-27,0.3,3.0,1,29.3,35.2,23.9,71,14.2
2024-09-28,0.0,0.0,0,30.1,34.5,25.6,65,22.7
2024-09-29,0.0,0.0,0,30.3,36.1,24.6,61,20.7
2024-09-30,0.0,0.0,0,30.2,36.4,24.0,63,18.9
2024-10-01,0.0,0.0,0,30.4,36.3,24.8,60,26.0
2024-10-02,0.0,0.0,0,30.1,36.0,24.1,61,19.8
2024-10-03,0.0,0.0,0,30.0,35.0,25.1,59,22.4
2024-10-04,0.4,2.0,1,30.2,35.4,24.8,62,18.0
2024-10-05,0.3,1.0,1,30.3,36.2,24.8,64,17.8
2024-10-06,0.0,0.0,0,30.0,35.9,24.7,64,18.5
2024-10-07,0.0,0.0,0,29.7,35.5,23.6,65,21.2
2024-10-08,0.0,0.0,0,30.1,35.3,24.5,62,19.8
2024-10-09,0.0,0.0,0,30.5,35.5,25.6,58,19.1
2024-10-10,0.0,0.0,0,30.4,36.2,24.4,59,24.2
2024-10-11,0.0,0.0,0,30.2,35.3,24.9,62,26.9
2024-10-12,0.0,0.0,0,30.7,35.9,25.8,60,24.5
2024-10-13,0.5,3.0,1,31.1,36.5,25.9,63,15.3
2024-10-14,0.1,1.0,1,30.9,37.0,25.1,60,19.2
2024-10-15,0.0,0.0,0,30.9,37.0,25.6,56,19.9
2024-10-16,0.0,0.0,0,30.1,36.3,23.8,50,18.3
2024-10-17,0.0,0.0,0,30.2,36.5,24.4,51,15.8
2024-10-18,0.5,3.0,1,30.2,35.2,24.8,56,19.4
2024-10-19,0.5,2.0,1,29.8,35.9,24.9,64,12.6
2024-10-20,21.4,14.0,1,27.7,33.5,24.1,78,11.8
2024-10-21,6.3,4.0,1,28.5,34.5,24.8,74,11.8
2024-10-22,1.0,4.0,1,28.9,34.5,24.3,72,8.4
2024-10-23,1.2,8.0,1,29.1,34.6,23.7,73,12.3
2024-10-24,4.5,8.0,1,28.4,33.4,24.7,76,12.4
2024-10-25,0.0,0.0,0,29.3,35.7,23.2,69,10.3
2024-10-26,0.0,0.0,0,29.9,35.2,25.0,64,16.7
2024-10-27,0.0,0.0,0,30.2,36.8,24.0,64,16.5
2024-10-28,0.0,0.0,0,30.5,36.7,24.7,64,14.5
2024-10-29,0.0,0.0,0,30.6,36.3,25.2,62,20.1
2024-10-30,0.0,0.0,0,30.6,35.9,25.0,63,20.3
2024-10-31,0.9,4.0,1,30.3,35.9,25.8,68,13.9
2024-11-01,11.8,12.0,1,27.3,29.9,24.6,82,13.8
2024-11-02,17.2,13.0,1,28.0,31.9,24.4,80,13.6
2024-11-03,11.9,9.0,1,27.3,31.5,24.4,84,12.7
2024-11-04,9.7,8.0,1,27.7,31.4,25.0,82,10.0
2024-11-05,0.9,4.0,1,28.7,32.6,25.0,75,14.0
2024-11-06,0.0,0.0,0,28.6,33.3,24.1,72,14.3
2024-11-07,0.0,0.0,0,28.7,33.6,22.8,71,10.7
2024-11-08,3.7,8.0,1,28.7,33.2,25.1,76,12.7
2024-11-09,2.5,9.0,1,28.5,33.9,25.2,79,12.9
2024-11-10,6.7,10.0,1,28.2,33.2,24.7,80,13.8
2024-11-11,18.1,14.0,1,27.5,33.0,24.6,84,15.3
2024-11-12,1.1,2.0,1,28.4,32.9,23.6,77,14.1
2024-11-13,0.4,2.0,1,29.9,34.4,25.4,71,14.5
2024-11-14,3.6,2.0,1,30.7,35.5,26.2,65,12.8
2024-11-15,4.8,5.0,1,30.2,35.9,26.4,70,11.2
2024-11-16,4.4,12.0,1,29.1,33.2,26.1,77,11.2
2024-11-17,23.5,13.0,1,28.7,33.8,25.0,78,9.7
2024-11-18,9.1,9.0,1,27.8,33.0,24.0,83,9.9
2024-11-19,10.1,16.0,1,27.5,31.7,24.7,85,10.4
2024-11-20,5.1,9.0,1,27.6,32.3,24.6,84,11.3
2024-11-21,9.7,10.0,1,28.0,33.4,24.8,84,13.1
2024-11-22,14.2,10.0,1,27.9,31.6,24.7,84,10.1
2024-11-23,3.7,6.0,1,28.9,34.6,25.2,76,10.2
